docentry;revisi;U_IDU_FPajak;docnum;docdate;cardcode;cardname;NumAtCard
97144;081.007-23.17043033;080.007-23.17043033;302804681;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119801
97145;081.007-23.17043034;080.007-23.17043034;302804682;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119797
97146;081.007-23.17043035;080.007-23.17043035;302205222;2023-02-24 00:00:00.000;RS0731;PT. STACO GRAHA;SO202302126025
97147;081.007-23.17043036;080.007-23.17043036;302205223;2023-02-24 00:00:00.000;RS0731;PT. STACO GRAHA;SO202302126027
97148;081.007-23.17043037;080.007-23.17043037;302304655;2023-02-21 00:00:00.000;RS2618;PT. OMA KITA SEMUA;SO202302122165
97149;081.007-23.17043038;080.007-23.17043038;302804683;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119799
97150;081.007-23.17043039;080.007-23.17043039;302304656;2023-02-21 00:00:00.000;RS2618;PT. OMA KITA SEMUA;SO202302122166
97154;081.007-23.17043043;080.007-23.17043043;302502537;2023-02-23 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123279
97156;081.007-23.17043045;080.007-23.17043045;302304658;2023-02-21 00:00:00.000;RS3071;PT YANG PENTING CUAN;SO202302122216
97157;081.007-23.17043046;080.007-23.17043046;302205226;2023-02-24 00:00:00.000;HT0097;PT. WIJAYA WISESA BAKTI;SO202302126037
97158;081.007-23.17043047;080.007-23.17043047;302304659;2023-02-21 00:00:00.000;RS0305;PT. EN PRIMA FOOD&BEVERAGE;SO202302122234
97159;081.007-23.17043048;080.007-23.17043048;302205227;2023-02-24 00:00:00.000;HT0097;PT. WIJAYA WISESA BAKTI;SO202302126041
97160;081.007-23.17043049;080.007-23.17043049;302304660;2023-02-21 00:00:00.000;RS0879;PT. BERKAH WONG CILIK;SO202302122263
97161;081.007-23.17043050;080.007-23.17043050;302304661;2023-02-21 00:00:00.000;RS2702;PT PERMATA SARI BOGA;SO202302122266
97162;081.007-23.17043051;080.007-23.17043051;302205228;2023-02-24 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302126044
97164;081.007-23.17043053;080.007-23.17043053;302304662;2023-02-21 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302122326
97167;081.007-23.17043056;080.007-23.17043056;302304663;2023-02-21 00:00:00.000;RS1623;RUMAH DAGING/SONY;SO202302122404
97173;081.007-23.17043062;080.007-23.17043062;302502542;2023-02-23 00:00:00.000;RS1370;PT. SELERA SUKSES PRATAMA;SO202302123373
97175;081.007-23.17043064;080.007-23.17043064;302304665;2023-02-21 00:00:00.000;RS1233;IPPUDO CATERING INDONESIA;SO202302122436
97176;081.007-23.17043065;080.007-23.17043065;302205233;2023-02-24 00:00:00.000;HT0258;PT MERLYNN PARK HOTEL;SO202302126065
97177;081.007-23.17043066;080.007-23.17043066;302304666;2023-02-21 00:00:00.000;RS3120;PT PANGAN CATUR SEJAHTERA;SO202302122475
97179;081.007-23.17043068;080.007-23.17043068;302205234;2023-02-24 00:00:00.000;HT0354;PT KUSUMA INTI ABADI;SO202302126067
97181;081.007-23.17043070;080.007-23.17043070;302304667;2023-02-21 00:00:00.000;RS2618;PT. OMA KITA SEMUA;SO202302122681
97182;081.007-23.17043071;080.007-23.17043071;302205235;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126074
97184;081.007-23.17043073;080.007-23.17043073;302205236;2023-02-24 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302126069
97186;081.007-23.17043075;080.007-23.17043075;302205237;2023-02-24 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302126073
97187;081.007-23.17043076;080.007-23.17043076;302205238;2023-02-24 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302126076
97188;081.007-23.17043077;080.007-23.17043077;302205239;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126088
96947;081.007-23.17042845;080.007-23.17042845;302304620;2023-02-21 00:00:00.000;RS1652;PT TORAJA KOPI INTERNASIONAL;SO202302121376
96948;081.007-23.17042846;080.007-23.17042846;302304621;2023-02-21 00:00:00.000;RS3048;PT SUSHIYA SUKSES INDONESIYA;SO202302121520
97841;081.007-23.17043724;080.007-23.17043724;302103999;2023-02-24 00:00:00.000;RS1233;IPPUDO CATERING INDONESIA;SO202302125862
97843;081.007-23.17043726;080.007-23.17043726;302205374;2023-02-23 00:00:00.000;HT0022;PT. CENTRAL PESONA PALACE;SO202302124795
97845;081.007-23.17043728;080.007-23.17043728;302205375;2023-02-23 00:00:00.000;HT0301;PT MITRA GRAHA ANDALAN;SO202302124838
97848;081.007-23.17043731;080.007-23.17043731;302205376;2023-02-23 00:00:00.000;HT0062;PT. MERLYNN PARK HOTEL;SO202302124870
97850;081.007-23.17043733;080.007-23.17043733;302205377;2023-02-23 00:00:00.000;HT0167;PT. LIPPO KARAWACI TBK;SO202302124227
97851;081.007-23.17043734;080.007-23.17043734;302104005;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302126103
97853;081.007-23.17043736;080.007-23.17043736;302205379;2023-02-23 00:00:00.000;HT0332;PT CITRA KIRANA HIJAU;SO202302124370
97861;081.007-23.17043744;080.007-23.17043744;302104007;2023-02-24 00:00:00.000;RS2650;PT ISY BOGA BERSAMA;SO202302124493
97862;081.007-23.17043745;080.007-23.17043745;302104008;2023-02-24 00:00:00.000;RS2650;PT ISY BOGA BERSAMA;SO202302124499
97872;081.007-23.17043754;080.007-23.17043754;302104012;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123981
97875;081.007-23.17043757;080.007-23.17043757;302104015;2023-02-24 00:00:00.000;RS1631;ISHAK ROHATA BESTELINE NAPITUPULU;SO202302125849
97877;081.007-23.17043759;080.007-23.17043759;302104017;2023-02-24 00:00:00.000;RS2035;PT IZUMIDA SUKSES BERJAYA;SO202302125430
97891;081.007-23.17043770;080.007-23.17043770;302104020;2023-02-24 00:00:00.000;RS1246;SAFUAN KASNO SOEWONDO;SO202302125509
97892;081.007-23.17043771;080.007-23.17043771;302104021;2023-02-24 00:00:00.000;RS0826;PT. THE BARBECUE PLAZA;SO202302125519
97894;081.007-23.17043773;080.007-23.17043773;302104023;2023-02-24 00:00:00.000;RS2230;PT HAIDILAO INDONESIA RESTAURANTS;SO202302125588
97895;081.007-23.17043774;080.007-23.17043774;302104024;2023-02-24 00:00:00.000;RS1933;PT MAJU MAPAN YIC;SO202302125682
97896;081.007-23.17043775;080.007-23.17043775;302104025;2023-02-24 00:00:00.000;RS1838;RB. LINTANG KEMUKUS;SO202302125696
97899;081.007-23.17043778;080.007-23.17043778;302104028;2023-02-24 00:00:00.000;RS2601;PT. CHAPIT KARYA INDONESIA;SO202302123951
97901;081.007-23.17043780;080.007-23.17043780;302104030;2023-02-23 00:00:00.000;RS0267;PT. COZMO SERVICED APARTMENTS;SO202302124786
97902;081.007-23.17043781;080.007-23.17043781;302104031;2023-02-24 00:00:00.000;PS0181;HO TJIUK LAN;SO202302125020
97905;081.007-23.17043784;080.007-23.17043784;302104034;2023-02-24 00:00:00.000;SM0140;PT MAHADANA DASHA UTAMA;SO202302124287
97906;081.007-23.17043785;080.007-23.17043785;302104035;2023-02-24 00:00:00.000;SM0140;PT MAHADANA DASHA UTAMA;SO202302125053
97907;081.007-23.17043786;080.007-23.17043786;302104036;2023-02-24 00:00:00.000;SM0140;PT MAHADANA DASHA UTAMA;SO202302125072
97908;081.007-23.17043787;080.007-23.17043787;302104037;2023-02-24 00:00:00.000;RS3048;PT SUSHIYA SUKSES INDONESIYA;SO202302123610
97909;081.007-23.17043788;080.007-23.17043788;302104038;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124016
97912;081.007-23.17043791;080.007-23.17043791;302205382;2023-02-23 00:00:00.000;HT0079;PT. SARIARTHAMAS HOTEL INTERNATIONAL;SO202302124535
97913;081.007-23.17043792;080.007-23.17043792;302205383;2023-02-23 00:00:00.000;HT0079;PT. SARIARTHAMAS HOTEL INTERNATIONAL;SO202302124536
97914;081.007-23.17043793;080.007-23.17043793;302104040;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124497
97915;081.007-23.17043794;080.007-23.17043794;302205384;2023-02-23 00:00:00.000;HT0132;PT. WISMA NUSANTARA INTERNATIONAL;SO202302124681
97916;081.007-23.17043795;080.007-23.17043795;302104041;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124543
97920;081.007-23.17043799;080.007-23.17043799;302205386;2023-02-23 00:00:00.000;HT0132;PT. WISMA NUSANTARA INTERNATIONAL;SO202302124683
97921;081.007-23.17043800;080.007-23.17043800;302104044;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123984
97922;081.007-23.17043801;080.007-23.17043801;302104045;2023-02-24 00:00:00.000;SM0195;PT BERKAT SERPONG JAYA;SO202302125958
96812;081.007-23.17042713;080.007-23.17042713;302502485;2023-02-25 00:00:00.000;RS2049;PT PRIMA ISMAYA SEJAHTERA;SO202302126653
96814;081.007-23.17042715;080.007-23.17042715;302304578;2023-02-21 00:00:00.000;RS2567;PT WISNU ANANDA JAYA;SO202302121680
96816;081.007-23.17042717;080.007-23.17042717;302205136;2023-02-24 00:00:00.000;HT0225;PT SAHID CIKARANG INTERNATIONAL;SO202302124820
96817;081.007-23.17042718;080.007-23.17042718;302502486;2023-02-24 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302125999
96822;081.007-23.17042723;080.007-23.17042723;302205138;2023-02-24 00:00:00.000;UM0582;JESSICA;SO202302124949
97714;081.007-23.17043600;080.007-23.17043600;302304768;2023-02-22 00:00:00.000;RS1536;PT.LIBBE BOGA SENTOSA;SO202302123723
97723;081.007-23.17043609;080.007-23.17043609;302205349;2023-02-23 00:00:00.000;HT0023;PT. DELTASARI ADIPRATAMA;SO202302124615
97728;081.007-23.17043614;080.007-23.17043614;302205351;2023-02-23 00:00:00.000;RS1726;PT.LANGGENG DUNIA SELARAS;SO202302124661
97730;081.007-23.17043616;080.007-23.17043616;302304777;2023-02-23 00:00:00.000;RS2009;PT MULTI BOGA MAKMUR;SO202302124223
97733;081.007-23.17043619;080.007-23.17043619;302205352;2023-02-23 00:00:00.000;RS0686;PT. GRAHA SIDANG PRATAMA;SO202302124675
97738;081.007-23.17043624;080.007-23.17043624;302205353;2023-02-23 00:00:00.000;HT0169;PT. PARAMOUNT PROPERTINDO;SO202302124695
97741;081.007-23.17043627;080.007-23.17043627;302205354;2023-02-23 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302124715
97746;081.007-23.17043632;080.007-23.17043632;302205355;2023-02-23 00:00:00.000;HT0041;PT. HALIM BANGUN SARANA INDAH;SO202302124718
97754;081.007-23.17043638;080.007-23.17043638;302103964;2023-02-20 00:00:00.000;RS0175;PT. AGUNG MANDIRI LESTARI;SO202302119812
97764;081.007-23.17043648;080.007-23.17043648;302103966;2023-02-21 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302122421
97766;081.007-23.17043650;080.007-23.17043650;302103967;2023-02-22 00:00:00.000;RS1370;PT. SELERA SUKSES PRATAMA;SO202302123211
97769;081.007-23.17043653;080.007-23.17043653;302103968;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123998
97778;081.007-23.17043662;080.007-23.17043662;302103969;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124031
97779;081.007-23.17043663;080.007-23.17043663;302205357;2023-02-23 00:00:00.000;HT0279;PT MNC LAND;SO202302124722
97781;081.007-23.17043665;080.007-23.17043665;302103970;2023-02-24 00:00:00.000;RS3177;PT BERKAH ARUNA KULINER;SO202302124452
97782;081.007-23.17043666;080.007-23.17043666;302205359;2023-02-23 00:00:00.000;HT0279;PT MNC LAND;SO202302124725
97787;081.007-23.17043671;080.007-23.17043671;302205361;2023-02-23 00:00:00.000;HT0279;PT MNC LAND;SO202302124728
97799;081.007-23.17043683;080.007-23.17043683;302205363;2023-02-23 00:00:00.000;HT0174;PT SIMA GRAHA UTAMA;SO202302124731
97802;081.007-23.17043686;080.007-23.17043686;302103976;2023-02-23 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123368
97804;081.007-23.17043688;080.007-23.17043688;302103977;2023-02-24 00:00:00.000;SM0091;PT. LULU GROUP RETAIL;SO202302125934
97807;081.007-23.17043691;080.007-23.17043691;302103978;2023-02-21 00:00:00.000;HT0124;PT. SEGITIGA PLAZA HOTEL;SO202302121464
97815;081.007-23.17043699;080.007-23.17043699;302205366;2023-02-22 00:00:00.000;PS0820;PT. KREASI TANI LAKSMI;SO202302122902
97817;081.007-23.17043701;080.007-23.17043701;302205367;2023-02-25 00:00:00.000;PS0820;PT. KREASI TANI LAKSMI;SO202302126963
97823;081.007-23.17043707;080.007-23.17043707;302103991;2023-02-24 00:00:00.000;RS1233;IPPUDO CATERING INDONESIA;SO202302125855
97825;081.007-23.17043709;080.007-23.17043709;302103992;2023-02-24 00:00:00.000;RS1235;PT. ENAK TAU INDONESIA;SO202302125508
97826;081.007-23.17043710;080.007-23.17043710;302103993;2023-02-24 00:00:00.000;RS2825;PT CAKRAWALA MITRA ANUGERAH;SO202302125746
97830;081.007-23.17043713;080.007-23.17043713;302205370;2023-02-23 00:00:00.000;HT0087;PT. SUMMARECON HOTELINDO;SO202302124740
97831;081.007-23.17043714;080.007-23.17043714;302103995;2023-02-24 00:00:00.000;RS1233;IPPUDO CATERING INDONESIA;SO202302125866
97839;081.007-23.17043722;080.007-23.17043722;302205372;2023-02-23 00:00:00.000;HT0363;PT PESONA EQUATOR;SO202302124755
97840;081.007-23.17043723;080.007-23.17043723;302205373;2023-02-23 00:00:00.000;HT0209;PT. MAHKOTA DUTA BINTANG JAYA;SO202302124766
97668;081.007-23.17043554;080.007-23.17043554;302205335;2023-02-23 00:00:00.000;HT0205;PT. HARAPAN GRAHA NIAGA;SO202302124534
97671;081.007-23.17043557;080.007-23.17043557;302205336;2023-02-23 00:00:00.000;HT0205;PT. HARAPAN GRAHA NIAGA;SO202302124539
97676;081.007-23.17043562;080.007-23.17043562;302205337;2023-02-23 00:00:00.000;HT0337;PT GRAHA INDAH BUANATAMA;SO202302124544
97678;081.007-23.17043564;080.007-23.17043564;302304755;2023-02-24 00:00:00.000;RS3024;PT BERKAH ARUNA KULINER;SO202302126089
97680;081.007-23.17043566;080.007-23.17043566;302304756;2023-02-24 00:00:00.000;SM0020;PT. GRACIA MITRA SELARAS;SO202302126123
97681;081.007-23.17043567;080.007-23.17043567;302205338;2023-02-23 00:00:00.000;HT0338;PT JAYA HOTEL LESTARI;SO202302124545
97687;081.007-23.17043573;080.007-23.17043573;302205339;2023-02-23 00:00:00.000;HT0338;PT JAYA HOTEL LESTARI;SO202302124547
97688;081.007-23.17043574;080.007-23.17043574;302304757;2023-02-23 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123138
97689;081.007-23.17043575;080.007-23.17043575;302205340;2023-02-23 00:00:00.000;HT0338;PT JAYA HOTEL LESTARI;SO202302124549
97691;081.007-23.17043577;080.007-23.17043577;302205341;2023-02-23 00:00:00.000;HT0021;PT. CAHAYA GRAHA KENCANA;SO202302124551
97693;081.007-23.17043579;080.007-23.17043579;302205342;2023-02-23 00:00:00.000;HT0021;PT. CAHAYA GRAHA KENCANA;SO202302124553
97694;081.007-23.17043580;080.007-23.17043580;302205343;2023-02-23 00:00:00.000;HT0319;PT CITRA KIRANA APARTEL;SO202302124576
97698;081.007-23.17043584;080.007-23.17043584;302304762;2023-02-21 00:00:00.000;SM0113;PT.AKAR PANJI ULUNG;SO202302121648
97699;081.007-23.17043585;080.007-23.17043585;302205344;2023-02-23 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302124579
97702;081.007-23.17043588;080.007-23.17043588;302304763;2023-02-21 00:00:00.000;SM0113;PT.AKAR PANJI ULUNG;SO202302121649
97703;081.007-23.17043589;080.007-23.17043589;302205345;2023-02-23 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302124595
97705;081.007-23.17043591;080.007-23.17043591;302304764;2023-02-23 00:00:00.000;RS3048;PT SUSHIYA SUKSES INDONESIYA;SO202302122954
97709;081.007-23.17043595;080.007-23.17043595;302304766;2023-02-22 00:00:00.000;RS1536;PT.LIBBE BOGA SENTOSA;SO202302123709
97711;081.007-23.17043597;080.007-23.17043597;302304767;2023-02-22 00:00:00.000;RS1536;PT.LIBBE BOGA SENTOSA;SO202302123720
98477;081.007-23.17044338;080.007-23.17044338;302104208;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121945
98478;081.007-23.17044339;080.007-23.17044339;302205520;2023-02-27 00:00:00.000;HT0159;PT. NUSA PRATAMA PROPERTY;SO202302127178
98479;081.007-23.17044340;080.007-23.17044340;302104209;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121942
98480;081.007-23.17044341;080.007-23.17044341;302502572;2023-02-22 00:00:00.000;RS0226;PT. BOGA MAKMUR INTIPANGAN;SO202302121892
98481;081.007-23.17044342;080.007-23.17044342;302205521;2023-02-27 00:00:00.000;HT0159;PT. NUSA PRATAMA PROPERTY;SO202302127191
98482;081.007-23.17044343;080.007-23.17044343;302104210;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121940
98485;081.007-23.17044346;080.007-23.17044346;302205522;2023-02-27 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302127421
98486;081.007-23.17044347;080.007-23.17044347;302104211;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121943
98487;081.007-23.17044348;080.007-23.17044348;302104212;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121938
98488;081.007-23.17044349;080.007-23.17044349;302205523;2023-02-27 00:00:00.000;HT0320;PT ANUGRAH KARYA BANGSA;SO202302126957
98489;081.007-23.17044350;080.007-23.17044350;302104213;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121939
98491;081.007-23.17044352;080.007-23.17044352;302205525;2023-02-27 00:00:00.000;HT0141;PT. SENAYAN TRIKARYA SEMPANA;SO202302127280
98492;081.007-23.17044353;080.007-23.17044353;302205526;2023-02-27 00:00:00.000;RS0731;PT. STACO GRAHA;SO202302127313
98493;081.007-23.17044354;080.007-23.17044354;302104214;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121935
98494;081.007-23.17044355;080.007-23.17044355;302104215;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121933
98495;081.007-23.17044356;080.007-23.17044356;302104216;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121931
97562;081.007-23.17043451;080.007-23.17043451;302304715;2023-02-22 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302123677
97563;081.007-23.17043452;080.007-23.17043452;302304716;2023-02-22 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302121230
97564;081.007-23.17043453;080.007-23.17043453;302205313;2023-02-23 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302124344
97567;081.007-23.17043456;080.007-23.17043456;302205314;2023-02-23 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302124345
97576;081.007-23.17043465;080.007-23.17043465;302205316;2023-02-23 00:00:00.000;HT0168;PT. PARAMOUNT PROPERTINDO;SO202302124364
97578;081.007-23.17043467;080.007-23.17043467;302205317;2023-02-23 00:00:00.000;HT0168;PT. PARAMOUNT PROPERTINDO;SO202302124365
97579;081.007-23.17043468;080.007-23.17043468;302304721;2023-02-22 00:00:00.000;RS1825;PT KULINER DIGITAL SEJAHTERA;SO202302123333
97584;081.007-23.17043473;080.007-23.17043473;302304723;2023-02-22 00:00:00.000;RS1825;PT KULINER DIGITAL SEJAHTERA;SO202302118485
98093;081.007-23.17043959;080.007-23.17043959;302205421;2023-02-24 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302126202
98094;081.002-23.98140050;081.002-23.98140050;302304819;2023-02-13 00:00:00.000;RS2686;PT MITRA SELERA BERSAMA;SO202302113060
98095;081.007-23.17043960;080.007-23.17043960;302104076;2023-02-24 00:00:00.000;RS0196;PT. ARENA MULTIBOGA;SO202302124182
98097;081.007-23.17041386;081.007-23.17041386;302304820;2023-02-23 00:00:00.000;MN0002;PT. CHAROEN POKPHAND INDONESIA Tbk;SO202302124757
98098;081.007-23.17043962;080.007-23.17043962;302104077;2023-02-24 00:00:00.000;RS1844;PT ARENA SIAM KULINER;SO202302124183
98102;081.007-23.17043965;080.007-23.17043965;302205424;2023-02-24 00:00:00.000;HT0320;PT ANUGRAH KARYA BANGSA;SO202302126227
98103;081.007-23.17043966;080.007-23.17043966;302104079;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124561
98106;081.007-23.17043969;080.007-23.17043969;302104081;2023-02-24 00:00:00.000;UM0672;PT ABC COOKING STUDIO INDONESIA;SO202302125597
98108;081.007-23.17043971;080.007-23.17043971;302104082;2023-02-24 00:00:00.000;UM0672;PT ABC COOKING STUDIO INDONESIA;SO202302125599
98111;081.007-23.17043974;080.007-23.17043974;302205428;2023-02-24 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302126358
98112;081.007-23.17043975;080.007-23.17043975;302104084;2023-02-24 00:00:00.000;RS1554;PT.MARCHE INTERNATIONAL;SO202302125970
98113;081.007-23.17043976;080.007-23.17043976;302104085;2023-02-24 00:00:00.000;RS3099;PT PERSEMAKMURAN MAHKOTA BARU;SO202302125644
98115;081.007-23.17043978;080.007-23.17043978;302205430;2023-02-24 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302126360
98116;081.007-23.17043979;080.007-23.17043979;302104086;2023-02-24 00:00:00.000;RS0705;PT. NALEDA BOGA SERVICE;SO202302125834
98117;081.007-23.17043980;080.007-23.17043980;302104087;2023-02-24 00:00:00.000;RS1780;PT CAHAYA PANGAN INDONESIA;SO202302125875
98118;081.007-23.17043981;080.007-23.17043981;302205431;2023-02-24 00:00:00.000;HT0361;PT PANCAR PESONA INDAH;SO202302125586
98119;081.007-23.17043982;080.007-23.17043982;302304822;2023-02-28 00:00:00.000;UM0449;PT. SARANA INTI PANGAN;SO202302127868
98121;081.007-23.17043984;080.007-23.17043984;302304823;2023-02-28 00:00:00.000;UM0449;PT. SARANA INTI PANGAN;SO202302128750
98123;081.007-23.17043986;080.007-23.17043986;302304824;2023-02-28 00:00:00.000;DS0199;PT SUKSES INTERNATIONAL ANUGRAH PRATAMA;SO202302128765
98124;081.007-23.17043987;080.007-23.17043987;302104089;2023-02-24 00:00:00.000;UM0672;PT ABC COOKING STUDIO INDONESIA;SO202302125594
98125;081.007-23.17043988;080.007-23.17043988;302205433;2023-02-24 00:00:00.000;HT0223;PT SUMAMPAU HOTEL DAN RESOR;SO202302125981
98126;081.007-23.17043989;080.007-23.17043989;302104090;2023-02-24 00:00:00.000;UM0672;PT ABC COOKING STUDIO INDONESIA;SO202302125595
98127;081.007-23.17043990;080.007-23.17043990;302304825;2023-02-28 00:00:00.000;DS0293;PT INVESTASI NIAGA ANUGERAH;SO202302128760
98129;081.007-23.17043992;080.007-23.17043992;302304826;2023-02-28 00:00:00.000;DS0293;PT INVESTASI NIAGA ANUGERAH;SO202302128956
98134;081.007-23.17043997;080.007-23.17043997;302304827;2023-02-28 00:00:00.000;DS0225;CV PANDAWA EXPRESS BEEF;SO202302128842
98135;081.007-23.17043998;080.007-23.17043998;302104095;2023-02-24 00:00:00.000;RS1367;PT. SURYA TIRTA HALIM;SO202302126048
97277;081.007-23.17043166;080.007-23.17043166;302401230;2023-02-22 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302123308
97279;081.007-23.17043168;080.007-23.17043168;302205271;2023-02-23 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302123851
97280;081.007-23.17043169;080.007-23.17043169;302205272;2023-02-23 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302123852
97282;081.007-23.17043171;080.007-23.17043171;302205273;2023-02-23 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302123855
97291;081.007-23.17043180;080.007-23.17043180;302205276;2023-02-23 00:00:00.000;HT0129;PT. SWADHARMA KERRY SATYA;SO202302123993
97293;081.007-23.17043182;080.007-23.17043182;302205277;2023-02-23 00:00:00.000;HT0129;PT. SWADHARMA KERRY SATYA;SO202302123994
97296;081.007-23.17043184;080.007-23.17043184;302205278;2023-02-23 00:00:00.000;HT0159;PT. NUSA PRATAMA PROPERTY;SO202302124074
97299;081.007-23.17043187;080.007-23.17043187;302205279;2023-02-23 00:00:00.000;HT0179;PT. MEGAH MITRA SUKSES;SO202302124080
97302;081.007-23.17043190;080.007-23.17043190;302103948;2023-02-22 00:00:00.000;HT0065;PT. MULIA INTANLESTARI;SO202302123688
97305;081.007-23.17043193;080.007-23.17043193;302103950;2023-02-24 00:00:00.000;RS1452;PT TORICO MAJU MAKMUR;SO202302125636
97306;081.007-23.17043194;080.007-23.17043194;302401236;2023-02-22 00:00:00.000;RS0325;PT. GASTRONOMICA INDONESIA;SO202302123343
97308;081.007-23.17043196;080.007-23.17043196;302103951;2023-02-25 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302125541
97312;081.007-23.17043200;080.007-23.17043200;302103953;2023-02-25 00:00:00.000;PS0846;PT KEJAYAAN GASTRONOMI INDONESIA;SO202302127481
97314;081.007-23.17043202;080.007-23.17043202;302103954;2023-02-25 00:00:00.000;RS0645;PT. WIJAYA KULINER;SO202302127527
97315;081.007-23.17043203;080.007-23.17043203;302103955;2023-02-25 00:00:00.000;RS2921;PT GONTRAN CHERRIER INDONESIA;SO202302127550
97317;081.007-23.17043205;080.007-23.17043205;302103956;2023-02-21 00:00:00.000;RS0129;MARUFUKU RESTAURANT I;SO202302121023
97318;081.007-23.17043206;080.007-23.17043206;302103957;2023-02-21 00:00:00.000;RS2677;PT TORO FOOD INDONESIA;SO202302122250
97319;081.007-23.17043207;080.007-23.17043207;302401239;2023-02-22 00:00:00.000;RS2592;PT KHARISMA ANUGRAH JAWARA ABADI;SO202302123398
97321;081.007-23.17043209;080.007-23.17043209;302304681;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121977
97324;081.007-23.17043212;080.007-23.17043212;302103958;2023-02-21 00:00:00.000;RS3021;PT HGP PURI BOGATAMA;SO202302122260
97325;081.007-23.17043213;080.007-23.17043213;302502571;2023-02-23 00:00:00.000;RS2230;PT HAIDILAO INDONESIA RESTAURANTS;SO202302124669
97326;081.007-23.17043214;080.007-23.17043214;302401241;2023-02-22 00:00:00.000;RS2620;PT. NAILI BOGA INDONESIA;SO202302123457
97330;081.007-23.17043225;080.007-23.17043225;302205281;2023-02-23 00:00:00.000;HT0062;PT. MERLYNN PARK HOTEL;SO202302124089
97331;081.007-23.17043226;080.007-23.17043226;302304685;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302122022
98754;081.007-23.17041329;080.007-23.17041329;302700270;2023-02-28 00:00:00.000;DS0131;HERWIEN KWANTORO MARTANA;SO202302120699
98764;081.007-23.17044664;080.007-23.17044664;302502641;2023-02-22 00:00:00.000;RS3090;PT LADANG BOGA KREATIF;SO202302121133
