code;decription;kode
AAU2GHK010;AUS Frozen B/Less GHK Chuck Short Ribs;0202.30.00 Secondary B/Less Beku
AAU2GHK011;AUS FRZ MOUNTAIN CHAIN TRIPE;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU2GHK012;AUS Frozen S Bolar Blade;0202.30.00 Secondary B/Less Beku
AAU2GHK013;AUS Frozen B/In GF Chuck Short Ribs;0202.30.00 Secondary B/Less Beku
AAU2GHK014;AUS FRZ STRIPLOIN IW VAC;0202.30.00 Prime Cut B/Less Beku
AAU2GHK015;AUS Frozen Chuck Tender;0202.30.00 Secondary B/Less Beku
AAU2GHK016;AUS FRZ B TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GHK017;AUS FRZ TRIMMING 80 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GHK018;AUS FRZ GF SHORT RIB B/IN;0202.20.00 Prime Cut B/In Beku
AAU2GHK019;AUS Frozen Beef Chuck;0202.30.00 Secondary B/Less Beku
AAU2GHK020;AUS FRZ GF SHORT RIB B/IN;0202.20.00 Prime Cut B/In Beku
AAU2GHK021;AUS Frozen S Beef Back Ribs;0202.20.00 Secondary B/In Beku
AAU2GHK022;AUS Frozen Trimmings 40 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GHK023;AUS FRZ K TRIMMING 95 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GHK024;AUS FRZ NECK BONES;0202.20.00 Secondary B/In Beku
AAU2GHK025;AUS Frozen Beef Forequarter 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GHK026;AUS FRZ TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GOP001;"US FRZ PR STRIPLOIN 0X1 1/4"" CUT";0202.30.00 Prime Cut B/Less Beku
AAU2GOP002;US FRZ CH 180 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2GRE001;NZ FROZEN BRISKET PE;0202.30.00 Manufaturing B/Less Beku
AAU2GRG001;AUS FRZ GRAINGE ANGUS 1601 OP RIB CAP OFF MB 2-3;0202.20.00 Prime Cut B/In Beku
AAU2GRG002;AUS FRZ GRAINGE ANGUS 1552 SHORTLOIN MB 2-3;0202.20.00 Prime Cut B/In Beku
AAU2GRM001;AUS FRZ T TRIMMING 85CL;0202.30.00 Manufaturing B/Less Beku
AAU2GRM002;AUS FRZ B TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GRM003;AUS FRZ O TRIMMING 85 CL BP;0202.30.00 Manufaturing B/Less Beku
AAU2GRM004;AUS FRZ ER TRIMMING 85 CL BP;0202.30.00 Manufaturing B/Less Beku
AAU2GRM005;AUS FRZ A 2081 TOPSIRLOIN BUTT;0202.30.00 Prime Cut B/Less Beku
AAU2GRM006;AUS FRZ A 2000 TOPSIDE;0202.30.00 Secondary B/Less Beku
AAU2GRM007;AUS FRZ CT TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GRM008;AUS FRZ FOREQUARTER 90 CL;0202.30.00 Manufaturing B/Less Beku
AAU2GRM009;AUS FRZ 1642 BRISKET B/IN;0202.30.00 Prime Cut B/Less Beku
AAU2GRM010;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2GRM011;AUS FRZ 1642 BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2GRM012;AUS FRZ NECK MEAT B/IN;0202.20.00 Secondary B/In Beku
AAU2GRM013;AUS FRZ VEAL NECK BONE;0202.20.00 Secondary B/In Beku
AAU2GRM014;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2GRM015;AUS FRZ A 2070 KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2GRM016;AUS FRZ VEAL OP RIB CAP OFF;0202.20.00 Prime Cut B/In Beku
AAU2GRM017;AUS FRZ VEAL SHANK;0202.30.00 Secondary B/Less Beku
AAU2GRM018;AUS FRZ A 2300 BLADE;0202.30.00 Secondary B/Less Beku
AAU2GRM019;AUS FRZ VEAL INSIDE;0202.30.00 Secondary B/Less Beku
AAU2GRM020;AUS FRZ VEAL TENDERLOIN SS/OFF;0202.30.00 Prime Cut B/Less Beku
AAU2GRM021;AUS FRZ 6040 TONGUE ROOT;0206.21.00 Tongue
AAU2GRM022;AUS FRZ FQ 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HAR002;AUS FRZ BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2HAR003;AUS FRZ PE BRISKET B/LESS;0202.30.00 Manufaturing B/Less Beku
AAU2HRV001;AUS FRZ OUTSIDE FLAT IW VAC;0202.30.00 Secondary B/Less Beku
AAU2HRV002;AUS FRZ A 1552 SHORTLOIN B/IN;0202.20.00 Prime Cut B/In Beku
AAU2HRV003;AUS FRZ A 2000 TOPSIDE;0202.30.00 Secondary B/Less Beku
AAU2HRV004;AUS FRZ A 2035 INSIDE;0202.30.00 Secondary B/Less Beku
AAU2HRV005;AUS Frozen Silverside;0202.30.00 Secondary B/Less Beku
AAU2HRV006;AUS FRZ A 2300 BLADE;0202.30.00 Secondary B/Less Beku
AAU2HRV007;AUS FRZ B 2300 BLADE;0202.30.00 Secondary B/Less Beku
AAU2HRV008;AUS FRZ A 2030 OUTSIDE;0202.30.00 Secondary B/Less Beku
AAU2HRV009;AUS FRZ A 2160 TENDERLOIN SS/OFF AGED;0202.30.00 Prime Cut B/Less Beku
AAU2HRV010;AUS FRZ BEEF SPARE RIBS;0202.20.00 Secondary B/In Beku
AAU2HRV011;AUS FRZ A 2090 RUMP;0202.30.00 Prime Cut B/Less Beku
AAU2HRV012;AUS FRZ PE BRISKET B/LESS IW VAC;0202.30.00 Manufaturing B/Less Beku
AAU2HRV013;AUS Frozen Topside Cut;0202.30.00 Secondary B/Less Beku
AAU2HRV014;AUS Frozen Topside BP;0202.30.00 Secondary B/Less Beku
AAU2HRV015;AUS FRZ A 1601 OP RIBS;0202.20.00 Prime Cut B/In Beku
AAU2HRV016;AUS FRZ A 2275 CHUCK ROLL;0202.30.00 Secondary B/Less Beku
AAU2HRV017;AUS Frozen Rib Fingers LP;0202.30.00 Secondary B/Less Beku
AAU2HRV018;AUS FRZ A 2142 STRIPLOIN IW/VAC;0202.30.00 Prime Cut B/Less Beku
AAU2HRV019;AUS FRZ RIBEYE AGED CUT;0202.30.00 Prime Cut B/Less Beku
AAU2HRV020;AUS FRZ S SHORTLOIN;0202.20.00 Prime Cut B/In Beku
AAU2HRV021;AUS FRZ A 2243 RIBEYE AGED 3KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2HRV022;AUS FRZ A 2081 TOPSIRLOIN BUTT;0202.30.00 Prime Cut B/Less Beku
AAU2HRV023;AUS Frozen Blade Cut;0202.30.00 Secondary B/Less Beku
AAU2HRV024;AUS Frozen Shortloin Cut;0202.20.00 Prime Cut B/In Beku
AAU2HRV025;AUS FRZ STRIPLOIN CUT;0202.30.00 Prime Cut B/Less Beku
AAU2HRV026;AUS FRZ TENDERLOIN CUT;0202.30.00 Prime Cut B/Less Beku
AAU2HRV027;AUS FRZ TRIMMING T 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV028;AUS FRZ A 2160 TENDERLOIN SS/OFF AGED 0.8-1.4 KG;0202.30.00 Prime Cut B/Less Beku
AAU2HRV029;AUS FRZ A 2160 TENDERLOIN SS/OFF AGED 1.4-1.8 KG;0202.30.00 Prime Cut B/Less Beku
AAU2HRV030;AUS FRZ A 1692 SHORT RIBS B/IN IW;0201.20.00 Prime Cut B/In Segar
AAU2HRV031;AUS FRZ N TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV032;AUS FRZ B 2160 TENDERLOIN SS/OFF;0202.30.00 Prime Cut B/Less Beku
AAU2HRV033;AUS FROZEN PR MSA STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2HRV034;AUS FRZ S/PR STRIPLOIN IW VAC;0202.30.00 Prime Cut B/Less Beku
AAU2HRV035;AUS FRZ S/PR RIBEYE IW VAC;0202.30.00 Prime Cut B/Less Beku
AAU2HRV036;AUS FRZ BEEF TAIL IW;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2HRV037;AUS FRZ B 1692 SHORT RIBS B/IN;0201.20.00 Prime Cut B/In Segar
AAU2HRV038;AUS FRZ B 2142 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2HRV039;AUS FRZ B 2243 RIBEYE;0202.30.00 Prime Cut B/Less Beku
AAU2HRV040;AUS FRZ A 2465 SHORT RIB B/LESS;0202.30.00 Prime Cut B/Less Beku
AAU2HRV041;AUS FRZ A 1692 SHORT RIBS B/IN;0201.20.00 Prime Cut B/In Segar
AAU2HRV042;AUS FRZ HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2HRV043;AUS FRZ TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV044;AUS FRZ BEEF FQ 95 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV045;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2HRV046;AUS FRZ FOREQUARTER 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV047;AUS FRZ A 2243 RIBEYE AGED;0202.30.00 Prime Cut B/Less Beku
AAU2HRV048;AUS FRZ 6060 BEEF CHEEK MEAT VACUUM PACK;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2HRV049;AUS FRZ CT TRIMMING 95 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV050;AUS FRZ 6040 BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2HRV051;AUS FRZ O FOREQUARTER 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2HRV052;AUS FRZ 6030 BEEF TONGUE SWISS CUT;0206.21.00 Tongue
AAU2HRV053;AUS FRZ 1642 BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2HRV054;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2HRV055;AUS FRZ BEEF LIVER;0206.22.00 Hati
AAU2HRV056;AUS FRZ A 2070 KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2HRV057;AUS FRZ A 2310 CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AAU2HRV058;AUS FRZ NECK MEAT B/IN;0202.20.00 Secondary B/In Beku
AAU2HRV059;AUS FRZ BEEF LUNG;0202.29.00 Paru dan Jantung
AAU2HRV061;AUS FRZ A 2360 SHIN SHANK;0202.30.00 Secondary B/Less Beku
AAU2HRV062;AUS FRZ PEDO BRISKET B/LESS;0202.30.00 Manufaturing B/Less Beku
AAU2HRV063;AUS FRZ BEEF BRISKET FAT TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2HRV064;AUS FRZ PR GF 1692 SHORT RIBS B/IN;0201.20.00 Prime Cut B/In Segar
AAU2HRV065;AUS FRZ A 2302 BOLAR BLADE;0202.30.00 Secondary B/Less Beku
AAU2HRV066;AUS FRZ 1697 BEEF BACK RIB;0202.20.00 Secondary B/In Beku
AAU2HRV067;AUS FRZ PR 2160 TENDERLOIN SS/OFF;0202.30.00 Prime Cut B/Less Beku
AAU2HRV068;AUS FRZ A 1631 CHUCK SHORT RIBS B/IN;0202.30.00 Prime Cut B/Less Beku
AAU2HRV069;AUS FRZ PR GF 2142 STRIPLOIN MSA BLACK LABEL;0202.30.00 Prime Cut B/Less Beku
AAU2HRV070;AUS FRZ PR GF OP RIBS / TOMAHAWK MSA BLACK LABEL;0202.20.00 Prime Cut B/In Beku
AAU2HRV071;AUS FRZ BEEF FEET;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU2HRV072;AUS FRZ PR RIBEYE 100 DAYS GF;0202.30.00 Prime Cut B/Less Beku
AAU2HRV073;AUS FRZ PR STRIPLOIN 100 DAYS GF;0202.30.00 Prime Cut B/Less Beku
AAU2HRV074;AUS FRZ PR TENDERLOIN SS/OFF 100 DAYS GF;0202.30.00 Prime Cut B/Less Beku
AAU2HRV075;AUS FRZ BEEF BRISKET FAT TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2HRV076;AUS FRZ 6060 BEEF CHEEK MEAT BULK PACK;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2HRV077;AUS FRZ PR GF 2091 RUMP CAP;0202.30.00 Prime Cut B/Less Beku
AAU2HTV001;AUS FRZ B 2243 RIBEYE;0202.30.00 Prime Cut B/Less Beku
AAU2HTV002;AUS FROZEN YG STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2HVM001;AUS Frozen HVM S Striploin 4.5Kg IWP/VP;0202.30.00 Prime Cut B/Less Beku
AAU2IGS001;AUS Frozen Beef Heart;0202.29.00 Paru dan Jantung
AAU2IGS002;Frozen Beef Livers;0206.22.00 Hati
AAU2IGS003;AUS Frozen Knuckles BP;0202.20.00 Secondary B/In Beku
AAU2IGS004;AUS FROZEN LI TRIMMING 70 CL;0202.30.00 Manufaturing B/Less Beku
AAU2IMT001;AUS FRZ FAT TRIMMING 10 - 20 CL (EX-POTONGAN);0202.30.00 Manufaturing B/Less Beku
AAU2JBS001;AUS FRZ BEEF TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JBS002;AUS FRZ HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2JBS005;AUS FRZ A 1692 SHORT RIBS B/IN 7 RIBS;0201.20.00 Prime Cut B/In Segar
AAU2JBS006;AUS FRZ 6000 BEEF TONGUE LONG CUT;0206.21.00 Tongue
AAU2JBS007;AUS FRZ LV TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JBS008;AUS FRZ L TRIMMING 65CL;0202.30.00 Manufaturing B/Less Beku
AAU2JBS009;AUS FRZ DESINEWED MINCED BEEF DMM;0202.30.00 Manufaturing B/Less Beku
AAU2JBS010;AUS FRZ 6260 LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2JBS011;AUS FRZ 6070 BEEF TAIL;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2JBS012;AUS FRZ BEEF TRIMMING 80 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JBS013;AUS FRZ 6040 BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2JBS014;AUS FRZ A 2000 TOPSIDE;0202.30.00 Secondary B/Less Beku
AAU2JBS015;AUS FRZ TRIMMING 90CL;0202.30.00 Manufaturing B/Less Beku
AAU2JBS016;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2JBS017;AUS FRZ 6210 BEEF LUNG;0202.29.00 Paru dan Jantung
AAU2JBS018;AUS FRZ A 2070 KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2JBS019;AUS FRZ A 2360 SHIN SHANK;0202.30.00 Secondary B/Less Beku
AAU2JBS020;AUS FRZ A 2142 STRIPLOIN 3.6KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2JBS021;AUS FRZ A 2030 OUTSIDE;0202.30.00 Secondary B/Less Beku
AAU2JBS022;AUS FRZ 6080 BEEF LIVER;0206.22.00 Hati
AAU2JBS023;AUS FRZ HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2JBS024;AUS FRZ 1642 BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2JBS026;AUS FRZ BEEF TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JBS027;AUS FRZ LAMB FORESHANK;0202.30.00 Secondary B/Less Beku
AAU2JBS029;AUS FRZ A 2300 BLADE;0202.30.00 Secondary B/Less Beku
AAU2JBS031;AUS FRZ A 2243 RIBEYE AGED;0202.30.00 Prime Cut B/Less Beku
AAU2JBS032;AUS FRZ 6030 TONGUE SWISS CUT;0206.21.00 Tongue
AAU2JBS033;AUS FRZ A 2310 CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AAU2JBS034;AUS FRZ A RIB LP;0202.20.00 Prime Cut B/In Beku
AAU2JBS036;AUS FRZ YP 2142 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2JBS037;AUS FRZ S 2040 EYE ROUND;0202.30.00 Secondary B/Less Beku
AAU2JBS038;AUS FRZ S 2430 INTERCOSTAL / RIB FINGERS;0201.30.00 Secondary B/Less Segar
AAU2JBS041;AUS FRZ D-RUMP;0202.30.00 Secondary B/Less Beku
AAU2JBS042;AUS FRZ S 2160 TENDERLOIN SS/OFF;0202.30.00 Prime Cut B/Less Beku
AAU2JBS043;AUS FRZ YP 2142 STRIPLOIN MB 2+ PINNACLE/STHRN RANGES;0202.30.00 Prime Cut B/Less Beku
AAU2JBS044;AUS FRZ NECK BONES;0202.20.00 Secondary B/In Beku
AAU2JBS045;AUS FRZ YP BRISKET BONE;0202.20.00 Secondary B/In Beku
AAU2JBS046;AUS FRZ A 2342 BRISKET B/LESS NE;0202.30.00 Manufaturing B/Less Beku
AAU2JBS047;AUS FRZ A 2332 BRISKET B/LESS PE;0202.30.00 Manufaturing B/Less Beku
AAU2JBS048;AUS FRZ S BRISKET B/LESS NE;0202.30.00 Manufaturing B/Less Beku
AAU2JBS049;AUS FRZ YP BRISKET B/LESS NE;0202.30.00 Manufaturing B/Less Beku
AAU2JBS050;AUS FRZ YP RIB END MEAT;0202.20.00 Prime Cut B/In Beku
AAU2JBS051;AUS FRZ YP RIB CAP;0202.20.00 Prime Cut B/In Beku
AAU2JBS052;AUS FRZ YP 2332 BRISKET B/LESS PE;0202.30.00 Manufaturing B/Less Beku
AAU2JBS053;AUS FRZ PE BRISKET DECKLE OFF;0202.30.00 Manufaturing B/Less Beku
AAU2JBS054;AUS FRZ HEEL MUSCLE MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU2JBS055;AUS FRZ YP GF 2243 RIBEYE MB2+;0202.30.00 Prime Cut B/Less Beku
AAU2JBS056;AUS FRZ A 2142 STRIPLOIN 2.7-3.6KG;0202.30.00 Prime Cut B/Less Beku
AAU2JBS057;AUS FRZ RED GUM YP 2160 TENDERLOIN HORMONE FREE;0202.30.00 Prime Cut B/Less Beku
AAU2JCK001;AUS FRZ WAG TOPSIRLOIN BUTT MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2JCK002;AUS FRZ WAG TOPSIDE MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2JCK003;AUS FRZ WAG TOPSIDE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2JCK004;AUS FROZEN WAG SS TRIMMING 90 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JCK005;AUS FRZ WAG RIBEYE MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2JCK006;AUS FRZ WAG RIBEYE MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2JCK007;AUS FRZ WAG STRIPLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2JCK008;AUS FRZ SS FQ 90CL GF ANGUS;0202.30.00 Manufaturing B/Less Beku
AAU2JCK009;AUS FRZ WAG CHUCK TENDER MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2JCK010;AUS FRZ WAG TOMAHAWK MB 6-7;0202.20.00 Prime Cut B/In Beku
AAU2JCK011;AUS FRZ WAG RIBEYE MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2JCK012;AUS FRZ CHUCK LOIN MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2JCK013;AUS FRZ K FOREQUARTER 90 CL GF ANGUS;0202.30.00 Manufaturing B/Less Beku
AAU2JCK014;AUS FRZ WAG BL TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2JCK015;AUS FRZ S GF PEDO BRISKET ANGUS;0202.30.00 Manufaturing B/Less Beku
AAU2JCK016;AUS FRZ GF ANGUS 2303 OYSTER BLADE;0202.30.00 Secondary B/Less Beku
AAU2JCK017;AUS FRZ WAG BRISKET PEDO MB 6-7;0202.30.00 Manufaturing B/Less Beku
AAU2JCK018;AUS FROZEN KNUCKLE GF ANGUS;0202.20.00 Secondary B/In Beku
AAU2JCK019;AUS FRZ S GF KNUCKLE ANGUS;0202.20.00 Secondary B/In Beku
AAU2JCK020;AUS FRZ GF ANGUS 2142 STRIPLOIN MB 2+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK021;AUS FRZ WAG STRIPLOIN MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2JCK022;AUS FRZ WAG STRIPLOIN MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2JCK023;AUS FRZ S GF ANGUS 2465 SHORT RIB B/LESS;0202.30.00 Prime Cut B/Less Beku
AAU2JCK024;AUS FRZ S BA RIBS PREPARED TOMAHAWK MB 2+;0202.20.00 Prime Cut B/In Beku
AAU2JCK025;AUS FRZ GF ANGUS 1601 OP RIB;0202.20.00 Prime Cut B/In Beku
AAU2JCK026;AUS FRZ GF ANGUS 2243 RIBEYE MB 2+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK027;AUS FRZ GF ANGUS A 2000 TOPSIDE MB 2+;0202.30.00 Secondary B/Less Beku
AAU2JCK028;AUS FRZ WAG TOMAHAWK MB 4-5;0202.20.00 Prime Cut B/In Beku
AAU2JCK029;AUS FRZ WAG SHORTLOIN MB 4-5;0202.20.00 Prime Cut B/In Beku
AAU2JCK030;AUS FRZ WAG RIBEYE MB 3;0202.30.00 Prime Cut B/Less Beku
AAU2JCK031;AUS FRZ WAG OP RIBS CAP ON MB 6-7;0202.20.00 Prime Cut B/In Beku
AAU2JCK032;AUS FRZ BEEF FAT;0202.30.00 Manufaturing B/Less Beku
AAU2JCK033;AUS FRZ S CHUCK TENDER GF ANGUS;0202.30.00 Secondary B/Less Beku
AAU2JCK034;AUS FRZ GF BACK BONE;0202.20.00 Secondary B/In Beku
AAU2JCK035;AUS FRZ WAG RIBEYE CAP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2JCK036;AUS FRZ WAG RIBEYE CAP MB 8-9+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK037;AUS FRZ WAG SHORT RIB B/LESS MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2JCK038;AUS FRZ WAG SHORT RIB B/LESS MB 8-9+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK039;AUS FRZ WAG TENDERLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2JCK040;AUS FRZ WAG GF TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JCK041;AUS FRZ S GF NECK BONES;0202.20.00 Secondary B/In Beku
AAU2JCK042;AUS FRZ WAG BOLAR BLADE MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2JCK043;AUS FRZ WAG EYE ROUND MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2JCK044;AUS FRZ S BA GF TRI-TIP MB 2+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK045;AUS FRZ S BA INTERCOSTAL MB 1+;0201.30.00 Secondary B/Less Segar
AAU2JCK046;AUS FRZ S BA BRISKET DECKLE MB 2+;0202.30.00 Manufaturing B/Less Beku
AAU2JCK047;AUS FRZ S BA CHUCK TAIL FLAP MEAT MB 2+;0202.30.00 Secondary B/Less Beku
AAU2JCK048;AUS FRZ S BA STRIPLOIN MB 4+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK049;AUS FRZ WAG BOLAR BLADE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2JCK050;AUS FRZ WAG STRIPLOIN PORTIONED MB 6-9;0202.30.00 Prime Cut B/Less Beku
AAU2JCK051;AUS FRZ GF BRISKET BONES;0202.20.00 Secondary B/In Beku
AAU2JCK052;AUS FRZ WAG GF OP RIB TOMAHAWK MB 8-9;0202.20.00 Prime Cut B/In Beku
AAU2JCK053;AUS FRZ GF ANGUS INTERCOSTAL MB 2+;0201.30.00 Secondary B/Less Segar
AAU2JCK054;AUS FRZ WAG BRISKET NE MB 1+;0202.30.00 Manufaturing B/Less Beku
AAU2JCK055;AUS FRZ WAG BOLAR BLADE MB 4-5;0202.30.00 Secondary B/Less Beku
AAU2JCK056;AUS FRZ WAG STRIPLOIN MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2JCK057;AUS FRZ WAG TOPSIDE CAP OFF MB 4-5;0202.30.00 Secondary B/Less Beku
AAU2JCK058;AUS FRZ WAG TOPSIDE CAP OFF MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2JCK059;AUS FRZ WAG FAT TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2JCK061;AUS FRZ WAG BRISKET PEDO MB 8-9;0202.30.00 Manufaturing B/Less Beku
AAU2JCK062;AUS FRZ WAG KARUBI PLATE MB 8-9+;0201.30.00 Secondary B/Less Segar
AAU2JCK063;AUS FRZ WAG KNUCKLE MB 6-7;0202.20.00 Secondary B/In Beku
AAU2JCK064;AUS FRZ GF S BA 1688 SHORT RIBS B/IN MB 1-2+;0201.20.00 Prime Cut B/In Segar
AAU2JCK065;AUS FRZ S BA SHORTLOIN MB 2+;0202.20.00 Prime Cut B/In Beku
AAU2JCK067;AUS FRZ S BA D-RUMP MB 2+;0202.30.00 Secondary B/Less Beku
AAU2JCK068;AUS FRZ S BA RUMP CAP MB 3+;0202.30.00 Prime Cut B/Less Beku
AAU2JCK069;AUS FRZ WAG OUTSIDE FLAT MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2JDE001;AUS FRZ BEEF 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2JOH001;AUS FRZ BEEF LIVER;0206.22.00 Hati
AAU2JOS001;AUS STRIPLOIN JOSHDALE BLACK ANGUS GRASS FED, HORMONE FREE, ANTIBIOTIC FREE 200GR;0202.30.00 Prime Cut B/Less Beku
AAU2KIL001;AUS FRZ S GF 1552 SHORTLOIN;0202.20.00 Prime Cut B/In Beku
AAU2KIL002;AUS FRZ GF STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2KIL003;AUS FRZ BEEF LUNG;0202.29.00 Paru dan Jantung
AAU2KIL004;AUS FRZ TONGUE ROOT;0206.21.00 Tongue
AAU2KIL005;AUS FRZ NECK MEAT B/IN;0202.20.00 Secondary B/In Beku
AAU2KIL006;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2KIL007;AUS FRZ BEEF LIVER;0206.22.00 Hati
AAU2KIL008;AUS FRZ S GF 2178 CHUCK CREST;0202.30.00 Secondary B/Less Beku
AAU2KIL009;AUS FRZ 1672 BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2KIL011;AUS FRZ BEEF FAT KILCOY;0202.30.00 Manufaturing B/Less Beku
AAU2KIL013;AUS FRZ S GF 2142 STRIPLOIN MB 2+ BLACK DIAMOND;0202.30.00 Prime Cut B/Less Beku
AAU2KIL014;AUS FRZ GF ANGUS S 2000 INSIDE MB 2+;0202.30.00 Secondary B/Less Beku
AAU2KIL015;AUS FRZ 6240 BEEF HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2KIL016;AUS FRZ GF ANGUS S 2000 INSIDE MB 4+;0202.30.00 Secondary B/Less Beku
AAU2KIM001;AUS FRZ BEEF TRIMMING 75 CL;0202.30.00 Manufaturing B/Less Beku
AAU2KOB001;AUS FRZ WAG STRIPLOIN AA6;0202.30.00 Prime Cut B/Less Beku
AAU2KOB002;AUS FRZ WAG STRIPLOIN AA9;0202.30.00 Prime Cut B/Less Beku
