code;decription;kode
AAU2MUL067;AUS FRZ VENISON FLANK STEAK B/LESS;0202.30.00 Prime Cut B/Less Beku
AAU2MUL069;AUS FRZ MUL GF BA 1688 SHORT RIBS B/IN;0201.20.00 Prime Cut B/In Segar
AAU2MUL071;AUS FRZ S BA SHORTLOIN IW VAC;0202.20.00 Prime Cut B/In Beku
AAU2MUL072;AUS FRZ MUL S BA 1601 TOMAHAWK IW VAC PORTION;0202.20.00 Prime Cut B/In Beku
AAU2MUL073;AUS FRZ GF YP OP RIB CAP OFF;0202.20.00 Prime Cut B/In Beku
AAU2MUL074;AUS FRZ S GF 1631 CHUCK RIBS B/IN;0202.30.00 Secondary B/Less Beku
AAU2MUL078;AUS FRZ LAMB SHORTLOIN B/IN MARRUNGA;0202.20.00 Prime Cut B/In Beku
AAU2MUL081;AUS FRZ MUL GF BA TRI TIP;0202.30.00 Prime Cut B/Less Beku
AAU2MUL082;AUS FRZ MUL GF BA CHUCK TAIL FLAP;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2MUL083;AUS FRZ MUL GF BA CHUCK EYE ROLL;0202.30.00 Secondary B/Less Beku
AAU2MUL084;AUS FRZ MUL GF BA INTERCOSTALS;0202.20.00 Secondary B/In Beku
AAU2MUL085;AUS FRZ MUL GF BA RIB FINGER;0202.30.00 Secondary B/Less Beku
AAU2MUL086;AUS FRZ VEAL OP RIBS B/IN CAP OFF 2.0-3.0KG IW VAC;0202.20.00 Prime Cut B/In Beku
AAU2MUR001;AUS FRZ 6060 BEEF CHEEK MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2MUR002;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2MUR003;AUS FRZ BEEF 6030 TONGUE SWISS CUT;0206.21.00 Tongue
AAU2MUR004;AUS FRZ A 2310 CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AAU2MUR005;AUS FRZ A 2020 SILVERSIDE;0202.30.00 Secondary B/Less Beku
AAU2MUR006;AUS FRZ BEEF LUNG;0202.29.00 Paru dan Jantung
AAU2MYS001;AUS FRZ WAG MAYURA BRISKET PEDO PLATINUM;0202.20.00 Secondary B/In Beku
AAU2MYS002;AUS FRZ WAG MAYURA TOPSIDE PLATINUM;0202.30.00 Secondary B/Less Beku
AAU2NHF001;AUS FRZ WAG TENDERLOIN SS/OFF MB 3-4;0202.30.00 Prime Cut B/Less Beku
AAU2NHF002;AUS FRZ WAG TENDERLOIN SS/OFF MB 5-6;0202.30.00 Prime Cut B/Less Beku
AAU2NHF003;AUS FRZ WAG TENDERLOIN SS/OFF MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2NHF005;AUS FRZ 6000 TONGUE ROOT LONG CUT;0206.21.00 Tongue
AAU2NHF006;AUS FRZ GF WAG RIBEYE MB 3;0202.30.00 Prime Cut B/Less Beku
AAU2NHF007;AUS FRZ WAG TENDERLOIN MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2NHF008;AUS FRZ WAG STRIPLOIN MB 3;0202.30.00 Prime Cut B/Less Beku
AAU2NHF009;AUS FRZ WAG OP RIB /TOMAHAWK MB 4+;0202.20.00 Prime Cut B/In Beku
AAU2NHF010;AUS FRZ PRS GF ANGUS RIBEYE MB 4+;0202.30.00 Prime Cut B/Less Beku
AAU2NHF011;AUS FRZ 2090 RUMP;0202.30.00 Prime Cut B/Less Beku
AAU2NHF012;AUS FRZ 2050 OUTSIDE FLAT;0202.30.00 Secondary B/Less Beku
AAU2NHF013;AUS FRZ 2000 TOPSIDE;0202.30.00 Secondary B/Less Beku
AAU2NHF014;AUS FRZ BEEF BACK BONE;0202.20.00 Secondary B/In Beku
AAU2NHF017;AUS FRZ PRS GF ANGUS STRIPLOIN MB 4+;0202.30.00 Prime Cut B/Less Beku
AAU2NHF018;AUS FRZ PRS GF ANGUS OP RIBS/TOMAHAWK MB 4+;0202.20.00 Prime Cut B/In Beku
AAU2NHF019;AUS FRZ PRS GF ANGUS TENDERLOIN MB 4+;0202.30.00 Prime Cut B/Less Beku
AAU2NHF020;AUS FRZ PRS GF ANGUS RUMP MB 4+;0202.30.00 Prime Cut B/Less Beku
AAU2NHF021;AUS FRZ BEEF BACK RIB PIECES LP;0202.20.00 Secondary B/In Beku
AAU2NHF022;AUS FRZ 1695 SPARE RIB;0202.20.00 Secondary B/In Beku
AAU2NOL001;AUS FRZ BEEF FQ 95CL;0202.30.00 Manufaturing B/Less Beku
AAU2NOL002;AUS FRZ K FOREQUARTER;0202.30.00 Manufaturing B/Less Beku
AAU2NOL003;AUS FRZ BACK BONE;0202.20.00 Secondary B/In Beku
AAU2NOL004;AUS FRZ BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2NOL005;AUS FRZ BEEF FAT;0202.30.00 Manufaturing B/Less Beku
AAU2OAK001;AUS FRZ TRIMMING 70 CL;0202.30.00 Manufaturing B/Less Beku
AAU2OAK002;AUS FRZ BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2OAK003;AUS FRZ BEEF TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2OAK004;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2OAK005;AUS FRZ WAG PRS STRIPLOIN 1 RIB 4.5-6.4 KG IW/VAC;0202.30.00 Prime Cut B/Less Beku
AAU2OAK006;AUS FRZ LUNG BP;0202.29.00 Paru dan Jantung
AAU2OAK007;AUS FRZ DMM (FTM) 70 CL;0202.30.00 Manufaturing B/Less Beku
AAU2OAK008;AUS FRZ 6221 BEEF FAT;0202.30.00 Manufaturing B/Less Beku
AAU2OAK009;AUS FRZ BEEF HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2OAK010;AUS FRZ A 65 CL ANGUS;0202.30.00 Manufaturing B/Less Beku
AAU2OAK011;AUS FRZ WAG 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2OAK012;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2OAK013;AUS FRZ BEEF PATELLA;0202.20.00 Secondary B/In Beku
AAU2OAK014;AUS FRZ WAG STRIPLOIN MB 6+;0202.30.00 Prime Cut B/Less Beku
AAU2OAK015;AUS FRZ WAG RIBEYE MB 6+;0202.30.00 Prime Cut B/Less Beku
AAU2OAK016;AUS FRZ WAG TENDERLOIN MB 6+;0202.30.00 Prime Cut B/Less Beku
AAU2OAK017;AUS FRZ WAG STRIPLOIN MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2OAK018;AUS FRZ BEEF TENDON LIGAMENTUM NUCHAE;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2OAK019;AUS FRZ BRISKET FAT TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2OAK020;AUS FRZ WAG SHORTLOIN MB 6+;0202.20.00 Prime Cut B/In Beku
AAU2OAK021;AUS FRZ WAG TOMAHAWK MB 6+;0202.20.00 Prime Cut B/In Beku
AAU2OAK022;AUS FRZ PR GF ANGUS 1552 SHORTLOIN MB 4+;0202.20.00 Prime Cut B/In Beku
AAU2OAK023;AUS FRZ BRISKET B/LESS PE 5 RIB;0202.30.00 Manufaturing B/Less Beku
AAU2OAK024;AUS FRZ 2178 CHUCK CREST;0202.30.00 Secondary B/Less Beku
AAU2OAK025;AUS FRZ BRISKET NE;0202.30.00 Manufaturing B/Less Beku
AAU2OAK026;AUS FRZ 6025 WAG PR TONGUE SWISS CUT D-TRIM;0206.21.00 Tongue
AAU2OAK027;AUS FRZ PR GF BRISKET SKIRT;0202.30.00 Manufaturing B/Less Beku
AAU2OCO001;AUS FRZ RIBEYE ROLL;0202.30.00 Prime Cut B/Less Beku
AAU2OCO002;AUS Frozen SS 3 Rib Striploin IW VAC;0202.30.00 Prime Cut B/Less Beku
AAU2OCO003;AUS FRZ O'CONNOR STRIPLOIN 10LBS UP IW/VAC;0202.30.00 Prime Cut B/Less Beku
AAU2OCO004;AUS FRZ BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2OCO005;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2OCO006;AUS FRZ BEEF TAIL IW;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2OCO007;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2OCO008;AUS FRZ BEEF LIVER;0206.22.00 Hati
AAU2OCO009;AUS FRZ A KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2OCO010;AUS FRZ A 2090 RUMP B/LESS IW;0202.30.00 Prime Cut B/Less Beku
AAU2OCO011;AUS FRZ A 2302 BOLAR BLADE;0202.30.00 Secondary B/Less Beku
AAU2OCO012;AUS FRZ S 2465 SHORT RIB MEAT;0202.30.00 Prime Cut B/Less Beku
AAU2OCO013;AUS FRZ BEEF HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2OCO014;AUS FRZ S FLAP MEAT;0202.30.00 Secondary B/Less Beku
AAU2OCO015;AUS FRZ TONGUE ROOT FILLET;0206.21.00 Tongue
AAU2PAS001;AUS Frozen CAAB Tenderloin GF IW VAC;0202.30.00 Prime Cut B/Less Beku
AAU2PAS002;AUS FRZ SHORT RIB B/IN;0202.20.00 Prime Cut B/In Beku
AAU2PAS003;AUS FRZ TENDERLOIN CVG GF;0202.30.00 Prime Cut B/Less Beku
AAU2PAS004;AUS FRZ NECK BONES;0202.20.00 Secondary B/In Beku
AAU2PAS005;AUS FRZ RIBEYE CVG GF;0202.30.00 Prime Cut B/Less Beku
AAU2PAS006;AUS FRZ STRIPLOIN CVG GF;0202.30.00 Prime Cut B/Less Beku
AAU2RCK001;AUS FRZ VEAL TENDERLOIN 0.8-1.2KG IW VAC;0202.30.00 Prime Cut B/Less Beku
AAU2RHC001;AUS FRZ BEEF NECK MEAT;0202.20.00 Secondary B/In Beku
AAU2RHC002;AUS FRZ BEEF BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2RLP001;AUS FRZ BEEF TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2RLP002;AUS FRZ FQ 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2RYL001;AUS FRZ YG GF 2142 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2RYL002;AUS FRZ YG GF 2243 RIBEYE;0202.30.00 Prime Cut B/Less Beku
AAU2SAN001;AUS FRZ AF 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2SEA001;AUS Frozen Knuckles IW;0202.20.00 Secondary B/In Beku
AAU2SEA002;AUS FRZ BEEF TAIL CUT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEA004;AUS Frozen Cheek Meat;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEA005;AUS Frozen Oxtail Fat Trimming;0202.30.00 Manufaturing B/Less Beku
AAU2SEA006;AUS Frozen Beef Lips/Papillae;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEA007;AUS FRZ TONGUE ROOT;0206.21.00 Tongue
AAU2SEA008;AUS Frozen Beef Oxtail;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEA009;AUS FRZ 6030 BEEF TONGUE SWISS CUT;0206.21.00 Tongue
AAU2SEA010;AUS FRZ BEEF OXTAIL;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEC001;Aus Frozen Wagyu Tongue Swiss;0206.21.00 Tongue
AAU2SEC002;AUS FRZ WAG SHIN SHANK MB 2-5;0202.30.00 Secondary B/Less Beku
AAU2SEC003;AUS FRZ WAG STRIPLOIN MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC004;AUS FRZ WAG STRIPLOIN MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC005;AUS FRZ WAG CHUCK ROLL MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC006;AUS FRZ WAG BRISKET PEDO MB 6-7;0202.30.00 Manufaturing B/Less Beku
AAU2SEC007;AUS FRZ WAG CHUCK TENDER MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC008;AUS FRZ WAG BOLAR BLADE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC009;AUS FRZ WAG NECK ROLL MB 6 - 9+;0202.20.00 Secondary B/In Beku
AAU2SEC010;AUS FRZ WAG SHIN SHANK MB 6-9+;0202.30.00 Secondary B/Less Beku
AAU2SEC011;AUS FRZ WAG BOLAR BLADE MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC012;AUS FRZ WAG EYE OF ROUND MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2SEC013;AUS FRZ WAG OUTSIDE FLAT MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC014;AUS FRZ WAG TOPSIDE MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC015;AUS FRZ WAG RIB FINGERS MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC016;AUS FRZ WAG BRISKET PEDO MB 8-9;0202.30.00 Manufaturing B/Less Beku
AAU2SEC017;AUS FRZ WAG BRISKET DECKLE MB 8-9;0202.30.00 Manufaturing B/Less Beku
AAU2SEC018;AUS FRZ WAG CHUCK ROLL MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC019;AUS FRZ WAG NECK MB 2-5;0202.20.00 Secondary B/In Beku
AAU2SEC021;AUS FRZ WAG CHUCK EYE ROLL MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC022;AUS FRZ WAG KNUCKLE MB 9-9+;0202.20.00 Secondary B/In Beku
AAU2SEC023;AUS FRZ WAG BRISKET PE MB 9-9+;0202.30.00 Manufaturing B/Less Beku
AAU2SEC024;AUS FRZ WAG CHUCK LOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC025;AUS FRZ WAG CHUCK TENDER MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2SEC026;AUS FRZ WAG TOPSIDE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC027;AUS FRZ WAG OUTSIDE FLAT 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC028;AUS FRZ WAG EYE OF ROUND 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC029;AUS FRZ WAG KARUBI PLATE 6-7;0201.30.00 Secondary B/Less Segar
AAU2SEC030;AUS FRZ WAG KARUBI PLATE MB 8-9+;0201.30.00 Secondary B/Less Segar
AAU2SEC031;AUS FRZ WAG TRI-TIP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC032;AUS FRZ WAG FLAP MEAT MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC033;AUS FRZ WAG BRISKET DECKLE MB 6-7;0202.30.00 Manufaturing B/Less Beku
AAU2SEC034;AUS FRZ WAG INTERCOSTAL MB 6-7;0202.20.00 Secondary B/In Beku
AAU2SEC035;AUS FRZ WAG CHUCK RIB MEAT MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC036;AUS FRZ WAG TRI-TIP MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC037;AUS FRZ WAG INTERCOSTAL MB 8-9;0202.20.00 Secondary B/In Beku
AAU2SEC038;AUS FRZ WAG CHUCK RIB MEAT MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC039;AUS FRZ WAG FLAP MEAT MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC040;AUS FRZ WAG KNUCKLE MB 8-9;0202.20.00 Secondary B/In Beku
AAU2SEC041;AUS FRZ WAG BRISKET PE MB 8-9;0202.30.00 Manufaturing B/Less Beku
AAU2SEC042;AUS FRZ WAG BRISKET PE MB 6-7;0202.30.00 Manufaturing B/Less Beku
AAU2SEC043;AUS FRZ WAG TENDERLOIN MB 9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC044;AUS FRZ WAG CHUCK EYE ROLL MB 7-8;0202.30.00 Secondary B/Less Beku
AAU2SEC045;AUS FRZ WAG CHUCK EYE ROLL MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC046;AUS FRZ WAG SHORT RIBS B/LESS MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC047;AUS FRZ WAG SHORT RIBS B/LESS MB 6;0202.30.00 Prime Cut B/Less Beku
AAU2SEC048;AUS FRZ WAG STRIPLOIN MB 9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC049;AUS FRZ WAG TENDERLOIN MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC050;AUS FRZ WAG STRIPLOIN MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2SEC051;AUS FRZ WAG RIBEYE MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC052;AUS FRZ WAG RIBEYE MB 6;0202.30.00 Prime Cut B/Less Beku
AAU2SEC053;AUS FRZ WAG RIBEYE STEAKS MB 6;0202.30.00 Prime Cut B/Less Beku
AAU2SEC054;AUS FRZ WAG RIBEYE MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2SEC055;AUS FRZ WAG RIBEYE FULL BLOOD MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2SEC056;AUS FRZ WAG RIBEYE MB 9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC057;AUS FRZ WAG RIBEYE FULL BLOOD MB 9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC058;AUS FRZ WAG STRIPLOIN FULL BLOOD MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2SEC059;AUS FRZ WAG TENDERLOIN MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2SEC060;AUS FRZ WAG TENDERLOIN FULL BLOOD MB 7-8;0202.30.00 Prime Cut B/Less Beku
AAU2SEC061;AUS FRZ WAG CHUCK TAIL FLAP MB 6-7;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEC062;AUS FRZ WAG CHUCK TAIL FLAP MB 8-9+;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2SEC063;AUS FRZ WAG OYSTER BLADE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2SEC064;AUS FRZ WAG OYSTER BLADE MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2SEC065;AUS FRZ WAG FLANK STEAK MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC066;AUS FRZ WAG FLANK STEAK MB 8-9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC067;AUS FRZ WAG RUMP MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC068;AUS FRZ WAG RUMP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC069;AUS FRZ WAG RUMP MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC070;AUS FRZ WAG TOPSIDE MB 7-8;0202.30.00 Secondary B/Less Beku
AAU2SEC071;AUS FRZ WAG KNUCKLE MB 7-8;0202.20.00 Secondary B/In Beku
AAU2SEC072;AUS FRZ WAG BRISKET PEDO MB 7-8;0202.30.00 Manufaturing B/Less Beku
AAU2SEC073;AUS FRZ WAG STRIPLOIN MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC074;AUS FRZ WAG STRIPLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC075;AUS FRZ WAG RIBEYE MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC076;AUS FRZ WAG RIBEYE MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC077;AUS FRZ WAG TOPSIDE CAP OFF MB 8-9+;0202.30.00 Secondary B/Less Beku
AAU2SEC078;AUS FRZ WAG CHUCK EYE ROLL MB 9+;0202.30.00 Secondary B/Less Beku
AAU2SEC079;AUS FRZ WAG BRISKET PEDO MB 9+;0202.30.00 Manufaturing B/Less Beku
AAU2SEC080;AUS FRZ WAG TENDERLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC081;AUS FRZ WAG BOLAR BLADE MB 7-8;0202.30.00 Secondary B/Less Beku
AAU2SEC082;AUS FRZ WAG BOLAR BLADE MB 9+;0202.30.00 Secondary B/Less Beku
AAU2SEC083;AUS FRZ WAG TENDERLOIN SS/OFF FULL BLOOD MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC084;AUS FRZ WAG TENDERLOIN SS/OFF FULL BLOOD MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC085;AUS FRZ WAG RIBEYE FULL BLOOD MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC086;AUS FRZ WAG RIBEYE FULL BLOOD MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC087;AUS FRZ WAG STRIPLOIN FULL BLOOD MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC088;AUS FRZ WAG STRIPLOIN FULL BLOOD MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC089;AUS FRZ WAG CHUCK EYE ROLL FULL BLOOD MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC090;AUS FRZ WAG TENDERLOIN MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC091;AUS FRZ WAG RUMP CAP MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC092;AUS FRZ WAG RUMP CAP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC093;AUS FRZ WAG RUMP CAP MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC094;AUS FRZ WAG RUMP CAP MB 9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC095;AUS FRZ WAG ROST BIFF D-RUMP MB 4-5;0202.30.00 Prime Cut B/Less Beku
AAU2SEC096;AUS FRZ WAG ROST BIFF D-RUMP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SEC097;AUS FRZ WAG ROST BIFF D-RUMP MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SEC098;AUS FRZ WAG ROST BIFF D-RUMP MB 9+;0202.30.00 Prime Cut B/Less Beku
AAU2SEC102;AUS FRZ WAG OYSTER BLADE MB 4-5;0202.30.00 Secondary B/Less Beku
AAU2SEC103;AUS FRZ WAG OYSTER BLADE MB 8-9;0202.30.00 Secondary B/Less Beku
AAU2SEC104;AUS FRZ WAG OYSTER BLADE MB 9+;0202.30.00 Secondary B/Less Beku
AAU2SOU001;AUS FRZ WAG SHORT RIB MEAT MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SOU002;AUS FRZ WAG RIBEYE CAP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2SOU003;AUS FRZ WAG TENDERLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SOU004;AUS FRZ WAG STRIPLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SOU005;AUS FRZ WAG RIBEYE MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SOU006;AUS FRZ WAG SHORT RIB MEAT MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2SOU007;AUS FRZ WAG RIBEYE CAP MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2STA001;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2STA002;AUS FROZEN BEEF THROAT TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2STA003;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2STA004;AUS FRZ BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2STA005;AUS FRZ BEEF FEET;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU2STA006;AUS FRZ HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2STI001;AUS FRZ S GF ANGUS 1601 TOMAHAWK STEAK/PORTIONED;0202.20.00 Prime Cut B/In Beku
AAU2SWF001;AUS FROZEN H TRIMMING 70 CL;0202.30.00 Manufaturing B/Less Beku
AAU2SWF002;AUS FRZ BEEF TRIMMING 85 CL BP;0202.30.00 Manufaturing B/Less Beku
AAU2SWF003;AUS FRZ A 2081 TOPSIRLOIN BUTT;0202.30.00 Prime Cut B/Less Beku
AAU2SWF004;AUS FRZ 6221 BEEF FAT;0202.30.00 Manufaturing B/Less Beku
AAU2SWF005;AUS FRZ TRIMMING 75 CL;0202.30.00 Manufaturing B/Less Beku
AAU2SWF006;AUS FRZ BEEF TRIMMING 65CL B;0202.30.00 Manufaturing B/Less Beku
AAU2SWF007;AUS FRZ BEEF FAT TRIMMING;0202.30.00 Manufaturing B/Less Beku
AAU2TAB001;AUS FRZ BEEF TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TAB002;AUS FROZEN CT TRIMMING 90 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TAB003;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2TAB004;AUS FRZ TONGUE ROOT;0206.21.00 Tongue
AAU2TAB005;AUS FRZ A 2360 SHIN SHANK;0202.30.00 Secondary B/Less Beku
AAU2TAJ001;AUS FRZ WAG C TRIMMING MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ002;AUS FRZ WAG BRISKET PE MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ003;AUS FRZ WAG OB TRIMMING MB 4-5;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ004;AUS FRZ WAG OUTSIDE FLAT MB 9-9+;0202.30.00 Secondary B/Less Beku
AAU2TAJ005;AUS FRZ WAG BL TRIMMING MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ006;AUS FRZ WAG TOPSIDE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2TAJ007;AUS FRZ WAG ER TRIMMING MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ008;AUS FRZ WAG K TRIMMING 95CL;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ009;AUS FRZ WAG TOPSIDE MB 9;0202.30.00 Secondary B/Less Beku
AAU2TAJ011;AUS FRZ WAG OB TRIMMING MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ014;AUS FRZ WAG CER TRIMMING MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ015;AUS FRZ WAG TOPSIRLOIN BUTT MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2TAJ016;AUS FRZ WAG FQ MB 9;0202.30.00 Manufaturing B/Less Beku
AAU2TAJ017;AUS FRZ WAG KNUCKLE MB 9-9+;0202.20.00 Secondary B/In Beku
AAU2TAJ018;AUS FRZ WAGYU BOLAR BLADE 9-9+;0202.30.00 Secondary B/Less Beku
AAU2TAJ019;AUS FRZ WAG RIBEYE CAP MB 6-7;0202.30.00 Prime Cut B/Less Beku
AAU2TAJ020;AUS FRZ WAG TENDERLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2TAJ021;AUS FRZ WAG STRIPLOIN MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2TAJ022;AUS FRZ WAG RIBEYE MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2TAJ023;AUS FRZ WAG RIBEYE CAP MB 8-9;0202.30.00 Prime Cut B/Less Beku
AAU2TDR001;AUS FRZ VEAL TENDERLOIN 0.8-1.2KG IW VAC;0202.30.00 Prime Cut B/Less Beku
