Item No.;Item Description;VatGourpSa;VatGroupPu
AAU1MUL015;AUS CHL MUL S BA 2243 RIBEYE 3 KG UP;PPNK_08;PPNM_08
AAU1MUL016;AUS CHL MUL PRS GF 2160 TENDERLOIN SS/OFF;PPNK_08;PPNM_08
AAU1MUL017;AUS CHL MUL PRS BA 2243 RIBEYE 3KG UP;PPNK_08;PPNM_08
AAU1MUL018;AUS CHL S GF 1631 CHUCK SHORT RIBS B/IN 3 RIBS MW VAC;PPNK_08;PPNM_08
AAU1MUL019;AUS CHL PRS BA 2303 OYSTER BLADE;PPNK_08;PPNM_08
AAU1MUL020;AUS Chilled Lamb Rump Denuded MV;PPNK_08;PPNM_08
AAU1MUL021;AUS CHL WAG FLANK STEAK MB 6-7;PPNK_08;PPNM_08
AAU1MUL022;AUS Chilled PRS Ribeye BA;PPNK_08;PPNM_08
AAU1MUL023;AUS CHL MUL S GF 1688 SHORT RIBS B/IN 3 RIBS;PPNK_08;PPNM_08
AAU1MUL024;AUS CHL MUL PRS GF 2243 RIBEYE;PPNK_08;PPNM_08
AAU1MUL025;AUS CHL MUL S STRIPLOIN 120 DAYS GF;PPNK_08;PPNM_08
AAU1MUL026;AUS CHL MUL GF BA STRIPLOIN MB 1-2 IW VAC;PPNK_08;PPNM_08
AAU1MUL027;AUS CHL WAG FLANK STEAK MB 9+;PPNK_08;PPNM_08
AAU1MUL028;AUS Chilled OP Rib;PPNK_08;PPNM_08
AAU1MUL029;AUS Chilled GF S 3 Rib Chuck Short Rib B/In MB 2+ MW VAC;PPNK_08;PPNM_08
AAU1MUL030;AUS CHL WAG INTERCOSTAL MB 9+;PPNK_08;PPNM_08
AAU1MUL031;AUS Chilled Veal Bone in OP Ribs Cap on2.0-3.0kg, IW VAC;PPNK_08;PPNM_08
AAU1MUL032;AUS CHL MUL S BA 2142 STRIPLOIN IW/VAC;PPNK_08;PPNM_08
AAU1MUL033;AUS Chilled PRS Black Angus Chuck Roll IW VAC;PPNK_08;PPNM_08
AAU1MUL034;AUS Chilled Lamb Rump Cap on MV;PPNK_08;PPNM_08
AAU1MUL035;AUS Chilled Mul PR Tenderloin 2 Kg up;PPNK_08;PPNM_08
AAU1MUL036;AUS TENDERLOIN S GF;PPNK_08;PPNM_08
AAU1MUL037;AUS CHL T FOREQUARTER;PPNK_08;PPNM_08
AAU1MUL038;AUS CHL SS TRIMMING 90CL;PPNK_08;PPNM_08
AAU1MUL039;AUS CHL K FOREQUARTER;PPNK_08;PPNM_08
AAU1MUL040;AUS CHL B FOREQUARTER;PPNK_08;PPNM_08
AAU1MUL041;AUS CHL LAMB TENDERLOIN MW VAC;PPNK_08;PPNM_08
AAU1MUL042;AUS CHL MUL GF BA 2142 STRIPLOIN;PPNK_08;PPNM_08
AAU1MUL043;AUS CHL BA GF RIBEYE;PPNK_08;PPNM_08
AAU1MUL044;AUS CHL MUL BA GF 2160 TENDERLOIN SS/OFF 1.8KG UP;PPNK_08;PPNM_08
AAU1MUL045;AUS CHILLED SS FQ;PPNK_08;PPNM_08
AAU1MUL046;AUS CHL A 2160 TENDERLOIN SS/OFF;PPNK_08;PPNM_08
AAU1MUL047;AUS CHL WAG GF S TOMAHAWK MB6 IW VAC;PPNK_08;PPNM_08
AAU1MUL048;AUS CHL WAG GF 2206 CHUCK TAIL FLAP MB 8-9;PPNK_08;PPNM_08
AAU1MUL049;AUS CHL MUL S BA 1601 TOMAHAWK IW VAC;PPNK_08;PPNM_08
AAU1MUL050;AUS CHL MUL PRS BA 2206 FLAP MEAT;PPNK_08;PPNM_08
AAU1MUL051;AUS CHL MUL PRS BA 2210 FLANK STEAK;PPNK_08;PPNM_08
AAU1MUL052;AUS CHL MUL PRS BA 2205 INSIDE SKIRT;PPNK_08;PPNM_08
AAU1MUL053;AUS CHL MUL PRS BA 1688 SHORT RIB B/IN;PPNK_08;PPNM_08
AAU1MUL054;AUS CHL MUL PRS BA 2640 CHUCK RIB MEAT;PPNK_08;PPNM_08
AAU1MUL055;AUS CHL MUL PRS BA 2206 CHUCK TAIL FLAP;PPNK_08;PPNM_08
AAU1MUL056;AUS CHL MUL PRS BA 2131 TRI-TIP;PPNK_08;PPNM_08
AAU1MUL057;AUS CHL WAG TOMAHAWK 3-4 RIBS SPLIT/FRENCHED MB 4-5;PPNK_08;PPNM_08
AAU1MUL058;AUS CHILLED GF YP TENDERLOIN SS OFF;PPNK_08;PPNM_08
AAU1MUL059;AUS CHILLED GF YP RIBEYE;PPNK_08;PPNM_08
AAU1MUL060;AUS CHILLED GF YP STRIPLOIN;PPNK_08;PPNM_08
AAU1MYS001;AUS CHL WAG MAYURA STRIPLOIN PLATINUM MB 8-9;PPNK_08;PPNM_08
AAU1MYS002;AUS Chilled Mayura Wagyu Knuckle MS 5-6;PPNK_08;PPNM_08
AAU1MYS003;AUS Chilled Mayura Platinum Wagyu Tenderloin MS 8-9;PPNK_08;PPNM_08
AAU1MYS004;AUS CHL WAG MAYURA BOLAR BLADE IW;PPNK_08;PPNM_08
AAU1MYS005;AUS Chilled Mayura Wagyu Intercostal;PPNK_08;PPNM_08
AAU1MYS006;AUS Chilled Mayura Wagyu Knuckle MS 8-9;PPNK_08;PPNM_08
AAU1MYS007;AUS Chilled Mayura Wagyu PE Brisket;PPNK_08;PPNM_08
AAU1MYS008;AUS Chilled Mayura Signature Wagyu Tenderloin MS 9+;PPNK_08;PPNM_08
AAU1MYS009;AUS Chilled Mayura Gold Wagyu Ribeye;PPNK_08;PPNM_08
AAU1MYS010;AUS CHL WAG MAYURA BOLAR BLADE MB 8-9;PPNK_08;PPNM_08
AAU1MYS011;AUS Chilled Mayura Wagyu Eye of Round;PPNK_08;PPNM_08
AAU1MYS012;AUS Chilled Mayura Wagyu Chuck Roll IW;PPNK_08;PPNM_08
AAU1MYS013;AUS Chilled Mayura Wagyu Outside Flat IV;PPNK_08;PPNM_08
AAU1MYS014;AUS Chilled Mayura Platinum Wagyu 5 Rib Ribeye;PPNK_08;PPNM_08
AAU1MYS015;AUS Chilled Mayura Wagyu Shin Shank MV;PPNK_08;PPNM_08
AAU1MYS016;AUS Chilled Mayura Gold Wagyu Tenderloin;PPNK_08;PPNM_08
AAU1MYS017;AUS CHL WAG MAYURA TOMAHAWK PLATINUM MB 8-9;PPNK_08;PPNM_08
AAU1NHF001;AUS CHL WAG RIBEYE 7 RIBS MB 3-4;PPNK_08;PPNM_08
AAU1NHF002;AUS CHL WAG TENDERLOIN SS/OFF MB 3-4;PPNK_08;PPNM_08
AAU1NHF003;AUS CHL WAG STRIPLOIN 1 RIBS MB 3-4;PPNK_08;PPNM_08
AAU1NHF004;AUS CHL WAG TENDERLOIN SS/OFF MB 5-6;PPNK_08;PPNM_08
AAU1NHF005;AUS CHL WAG TENDERLOIN SS/OFF MB 7+;PPNK_08;PPNM_08
AAU1NHF006;AUS CHL WAG STRIPLOIN 1 RIBS MB 5-6;PPNK_08;PPNM_08
AAU1NHF007;AUS CHL PRS GF 2142 STRIPLOIN MB 2;PPNK_08;PPNM_08
AAU1NHF008;AUS CHL PRS GF 1552 SHORTLOIN MB 2;PPNK_08;PPNM_08
AAU1NHF009;AUS CHL WAG GF S D-RUMP MB 4-5;PPNK_08;PPNM_08
AAU1NHF010;AUS CHL PRS GF ANGUS 2160 TENDERLOIN SS/OFF MB 2UP;PPNK_08;PPNM_08
AAU1NHF011;AUS CHL PRS RUMP CAP GF ANGUS (PICANHA);PPNK_08;PPNM_08
AAU1NHF012;AUS CHL PRS GF ANGUS 1552 SHORTLOIN MB 4+;PPNK_08;PPNM_08
AAU1NHF013;AUS CHL PRS GF ANGUS 2160 TENDERLOIN MB 4+;PPNK_08;PPNM_08
AAU1NHF014;AUS CHL WAG TOMAHAWK MB 4+;PPNK_08;PPNM_08
AAU1NHF015;AUS CHL WAG RIBEYE MB 6+;PPNK_08;PPNM_08
AAU1NHF016;AUS CHL WAG STRIPLOIN MB 4-5;PPNK_08;PPNM_08
AAU1NHF017;AUS CHL WAG RIBEYE MB 4-5;PPNK_08;PPNM_08
AAU1NHF018;AUS CHL PRS GF ANGUS TENDERLOIN BUTT MB 4+;PPNK_08;PPNM_08
AAU1NHF019;AUS CHL EQG 2243 RIBEYE ORGANIC;PPNK_08;PPNM_08
AAU1NHF020;AUS CHL EQG 2142 STRIPLOIN ORGANIC;PPNK_08;PPNM_08
AAU1NHF021;AUS CHL EQG 2160 TENDERLOIN SS/OFF ORGANIC;PPNK_08;PPNM_08
AAU1NOL001;AUS CHL TRIMMING 90 CL;PPNK_08;PPNM_08
AAU1NOL002;AUS CHL K FOREQUARTER 90 CL;PPNK_08;PPNM_08
AAU1OAK001;AUS CHL GF BA JC 2100 D-RUMP MB 3+;PPNK_08;PPNM_08
AAU1OAK002;AUS CHL GF BA TENDERLOIN MB 3+ IW VAC;PPNK_08;PPNM_08
AAU1OAK003;AUS CHL MUL GF BA STRIPLOIN MB 3+ IW VAC;PPNK_08;PPNM_08
AAU1OAK004;AUS CHL MUL GF BA RIBEYE MB 3+;PPNK_08;PPNM_08
AAU1OAK005;AUS WAG RIBEYE MB 7;PPNK_08;PPNM_08
AAU1OAK006;AUS WAG STRIPLOIN MB 7;PPNK_08;PPNM_08
AAU1OAK007;AUS CHL PRS GF ANGUS 2243 RIBEYE MB4+;PPNK_08;PPNM_08
AAU1OAK008;AUS CHL PRS GF ANGUS 2142 STRIPLOIN MB4+;PPNK_08;PPNM_08
AAU1OAK009;AUS CHL PR GF ANGUS 1601 OP RIB MB 4+;PPNK_08;PPNM_08
AAU1OAK010;AUS CHL WAG TENDERLOIN MB 6+;PPNK_08;PPNM_08
AAU1OAK011;AUS CHL WAG TENDERLOIN MB 8+;PPNK_08;PPNM_08
AAU1OAK012;AUS CHL WAG RIBEYE MB 8+;PPNK_08;PPNM_08
AAU1OAK013;AUS CHL WAG OP RIB / TOMAHAWK MB 6+;PPNK_08;PPNM_08
AAU1OAK014;AUS CHL WAG SHORTLOIN MB 6+;PPNK_08;PPNM_08
AAU1OAK015;AUS CHILLED GF OUTSIDE SKIRT;PPNK_08;PPNM_08
AAU1OAK016;AUS CHILLED GF HANGING TENDER;PPNK_08;PPNM_08
AAU1OAK017;AUS CHL WAG STRIPLOIN MB 6+;PPNK_08;PPNM_08
AAU1OAK018;AUS CHL 2035 INSIDE;PPNK_08;PPNM_08
AAU1OAK019;AUS CHL A 2142 STRIPLOIN;PPNK_08;PPNM_08
AAU1OAK020;AUS CHL A 2243 RIBEYE;PPNK_08;PPNM_08
AAU1OAK021;AUS CHL 2160 A TENDERLOIN SS/OFF;PPNK_08;PPNM_08
AAU1OBE001;22488 AUS CHL S CUBE ROLL OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE002;26150 AUS CHL A CUBE ROLL OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE003;24601 AUS CHL S SHORT RIB B/IN OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE004;26155 AUS CHL A SHORT RIB B/LESS OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE005;34697 AUS CHL S SHORT RIB B/LESS OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE006;21498 AUS CHL S STRIPLOIN OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE007;26151 AUS CHL A STRIPLOIN OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE008;21550 AUS CHL S TENDERLOIN SS/OFF OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE009;26153 AUS CHL A TENDERLOIN SS/OFF OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE010;26152 AUS CHL A D-RUMP OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE011;36092 AUS CHL S RIBS PREPARED PC OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE012;81814 AUS CHL THICK SKIRT OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE013;23096 AUS CHL S SHOULDER PETITE TENDER OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE014;22197 AUS CHL A FLANK STEAK OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OBE015;20962 AUS CHL S D-RUMP OBE - CLASSIC;PPNK_08;PPNM_08
AAU1OCO001;AUS CHL OCO PRS STRIPLOIN 5 KG UP;PPNK_08;PPNM_08
AAU1OCO002;AUS Chilled B/Less S Short Rib Meat MW VAC;PPNK_08;PPNM_08
AAU1OCO003;AUS CHL RIBEYE ROLL 5 RIBS;PPNK_08;PPNM_08
AAU1OCO004;AUS CHL TENDERLOIN;PPNK_08;PPNM_08
AAU1OCO005;AUS CHL 3 RIB STRIPLOIN;PPNK_08;PPNM_08
AAU1OCO006;AUS CHL WAG FLANK STEAK MB 4-5;PPNK_08;PPNM_08
AAU1PAS001;AUS Chilled CVG Tenderloin GF;PPNK_08;PPNM_08
AAU1PAS002;AUS Chilled CAAB B/Less Chuck Roll GF IW VAC;PPNK_08;PPNM_08
AAU1PAS003;AUS CHL CVG GF STRIPLOIN;PPNK_08;PPNM_08
AAU1PAS004;AUS Chilled CAAB Oyster Blade GF IW VAC;PPNK_08;PPNM_08
AAU1PAS005;AUS Chilled CAAB B/Less D-Rump GF IW VAC;PPNK_08;PPNM_08
AAU1PAS006;AUS CHL GF RIBEYE CVG;PPNK_08;PPNM_08
AAU1PAS007;AUS CHL S STRIPLOIN ORGANIC;PPNK_08;PPNM_08
AAU1PAS008;AUS CHL S TENDERLOIN ORGANIC;PPNK_08;PPNM_08
AAU1PAS009;AUS CHL S RIBEYE ORGANIC;PPNK_08;PPNM_08
AAU1PAS010;AUS CHL TENDERLOIN S ORGANIC;PPNK_08;PPNM_08
AAU1RLP001;AUS CHL PRS RIBEYE B/A IW VAC;PPNK_08;PPNM_08
AAU1RLP002;AUS CHL PRS STRIPLOIN IW VAC;PPNK_08;PPNM_08
AAU1SEC001;AUS CHL WAG RIB PLATE CAP MB 9+;PPNK_08;PPNM_08
AAU1SEC002;AUS CHL WAG TENDERLOIN MB 9+;PPNK_08;PPNM_08
AAU1SEC003;AUS CHL WAG TENDERLOIN MB 7-8;PPNK_08;PPNM_08
AAU1SEC004;AUS Chilled Wagyu Ribeye MS 4-5;PPNK_08;PPNM_08
AAU1SEC005;AUS CHL WAG CHUCK ROLL;PPNK_08;PPNM_08
AAU1SEC006;AUS CHL WAG CHUCK TENDER MB 9+;PPNK_08;PPNM_08
AAU1SEC007;AUS CHL WAG BRISKET NE MB 9+;PPNK_08;PPNM_08
AAU1SEC008;AUS Chilled Wagyu Butt Tenderloin MS 6;PPNK_08;PPNM_08
AAU1SEC009;AUS CHL WAG SHOR RIBS B/LESS MB 9+;PPNK_08;PPNM_08
AAU1SEC010;AUS CHL WAG OUTSIDE FLAT MB 6-7;PPNK_08;PPNM_08
AAU1SEC011;AUS CHL WAG EYE OF ROUND MB 4-5;PPNK_08;PPNM_08
AAU1SEC012;AUS CHL WAG KNUCKLE MB 6-7;PPNK_08;PPNM_08
AAU1SEC013;AUS CHL WAG RIBEYE MB 4-6;PPNK_08;PPNM_08
AAU1SEC014;AUS CHL WAG BOLAR BLADE MB 6-7;PPNK_08;PPNM_08
AAU1SEC015;AUS CHL WAG BRISKET B/LESS PEDO;PPNK_08;PPNM_08
AAU1SEC016;AUS Chilled Wagyu Beef Cheeks;PPNK_08;PPNM_08
AAU1SEC017;AUS CHL WAG CHUCK RIB MEAT B/LESS MB 6-7;PPNK_08;PPNM_08
AAU1SEC018;AUS CHL WAG RIBEYE MB 6-7;PPNK_08;PPNM_08
AAU1SEC019;AUS Chilled Wagyu Chuck Eye Log 9+;PPNK_08;PPNM_08
AAU1SEC020;AUS CHL WAG TOPSIDE MB 4-5;PPNK_08;PPNM_08
AAU1SEC021;AUS CHL WAG RUMP MB 9;PPNK_08;PPNM_08
AAU1SEC022;AUS Chilled Wagyu Tri Tips 4-5;PPNK_08;PPNM_08
AAU1SEC023;AUS Chilled Wagyu Striploin MS;PPNK_08;PPNM_08
AAU1SEC024;AUS CHL WAG TENDERLOIN MB 4-6;PPNK_08;PPNM_08
AAU1SEC025;AUS CHL WAG INSIDE SKIRT MB 9+;PPNK_08;PPNM_08
AAU1SEC026;AUS Chilled Wagyu B/Less Flap Meat 4-5;PPNK_08;PPNM_08
AAU1SEC027;AUS CHL WAG BEEF NECK;PPNK_08;PPNM_08
AAU1SEC028;AUS CHL WAG BOLAR BLADE MB 9+;PPNK_08;PPNM_08
AAU1SEC029;AUS CHL WAG STRIPLOIN MB 6-7;PPNK_08;PPNM_08
AAU1SEC030;AUS CHL WAG CHUCK EYE ROLL MB 9+;PPNK_08;PPNM_08
AAU1SEC031;AUS Chilled Wagyu Rump 4-5;PPNK_08;PPNM_08
AAU1SEC032;AUS CHL WAG TRI-TIP MB 6-7;PPNK_08;PPNM_08
AAU1SEC033;AUS CHL WAG CHUCK FLAP MEAT MB 9;PPNK_08;PPNM_08
AAU1SEC034;AUS CHL WAG CHUCK TENDER MB 4-5;PPNK_08;PPNM_08
AAU1SEC035;AUS CHL WAG RIBEYE CAP MB 9+;PPNK_08;PPNM_08
AAU1SEC036;AUS Chilled Wagyu Shortloin MS 6;PPNK_08;PPNM_08
AAU1SEC037;AUS CHL WAG EYE OF ROUND MB 9+;PPNK_08;PPNM_08
AAU1SEC038;AUS Chilled Wagyu Chuck Flap Meat 9++;PPNK_08;PPNM_08
AAU1SEC039;AUS Chilled Wagyu B/In OP Rib IW VAC;PPNK_08;PPNM_08
AAU1SEC040;AUS CHL WAG RIBEYE MB 7-8;PPNK_08;PPNM_08
AAU1SEC041;AUS CHL WAG CHUCK EYE ROLL 6-7;PPNK_08;PPNM_08
AAU1SEC042;AUS CHL WAG CHUCK RIB MEAT MW VAC;PPNK_08;PPNM_08
AAU1SEC043;AUS CHL WAG TOPSIDE MB 6-7;PPNK_08;PPNM_08
AAU1SEC044;AUS CHL WAG TOPSIDE MB 9+;PPNK_08;PPNM_08
AAU1SEC045;AUS CHL WAG EYE OF ROUND MB 6-7;PPNK_08;PPNM_08
AAU1SEC046;AUS CHL WAG TENDERLOIN MB 9;PPNK_08;PPNM_08
AAU1SEC047;AUS Chilled Wagyu B/Less Thick Skirt IW VAC;PPNK_08;PPNM_08
AAU1SEC048;AUS CHL WAG INSIDE SKIRT MB 6-7;PPNK_08;PPNM_08
AAU1SEC049;AUS CHL WAG FLAP MEAT MB 6-7;PPNK_08;PPNM_08
AAU1SEC050;AUS Chilled Wag Ribeye;PPNK_08;PPNM_08
AAU1SEC051;AUS CHL WAG PE BRISKET;PPNK_08;PPNM_08
AAU1SEC052;AUS CHL WAG KARUBI PLATE MB 9+;PPNK_08;PPNM_08
AAU1SEC053;AUS CHL WAG TENDERLOIN MB 6-7;PPNK_08;PPNM_08
AAU1SEC054;AUS Chilled Wagyu Chuck Roll MS 7-8;PPNK_08;PPNM_08
AAU1SEC055;AUS Chilled Wagyu Karubi Plate 7-8;PPNK_08;PPNM_08
AAU1SEC056;AUS Chilled Wagyu Bolar Blade 4-5;PPNK_08;PPNM_08
AAU1SEC057;AUS CHL WAG OUTSIDE FLAT MB 9+;PPNK_08;PPNM_08
AAU1SEC058;AUS CHL WAG KNUCKLE MB 9+;PPNK_08;PPNM_08
AAU1SEC059;AUS CHL WAG TRI-TIP MB 9;PPNK_08;PPNM_08
AAU1SEC060;AUS CHL WAG STRIPLOIN MB 9;PPNK_08;PPNM_08
AAU1SEC061;AUS CHL WAG STRIPLOIN MB 7-8;PPNK_08;PPNM_08
AAU1SEC062;AUS CHL WAG TENDERLOIN MB 2-3;PPNK_08;PPNM_08
AAU1SEC063;AUS Chilled Wagyu Beef Rib Blade Meat 9+;PPNK_08;PPNM_08
AAU1SEC064;AUS CHL WAG RIBEYE mb 8-9;PPNK_08;PPNM_08
AAU1SEC065;AUS Chilled Wagyu Chuck Tail Flap 6-7;PPNK_08;PPNM_08
AAU1SEC066;AUS CHL WAG OYSTER BLADE MB 4-5;PPNK_08;PPNM_08
AAU1SEC067;AUS CHL WAG OYSTER BLADE MB 6-7;PPNK_08;PPNM_08
AAU1SEC068;AUS CHL WAG OYSTER BLADE;PPNK_08;PPNM_08
AAU1SEC069;AUS CHL WAG CHUCK TENDER MB 6-7;PPNK_08;PPNM_08
AAU1SEC070;AUS CHL WAG SHIN SHANK MB 9+;PPNK_08;PPNM_08
AAU1SEC071;AUS Chilled Wagyu Internal Flank Plate 9+;PPNK_08;PPNM_08
AAU1SEC072;AUS CHL WAG FLAP MEAT MB 9+;PPNK_08;PPNM_08
AAU1SEC073;AUS CHL WAG SHORT RIBS B/LESS MB 6-7;PPNK_08;PPNM_08
AAU1SEC074;AUS CHL WAG RUMP MB 6-7;PPNK_08;PPNM_08
AAU1SEC075;AUS Chilled Wagyu Striploin MBS 12+;PPNK_08;PPNM_08
AAU1SEC076;AUS CHL WAG STRIPLOIN MB 2-3;PPNK_08;PPNM_08
AAU1SEC077;AUS CHL WAG STRIPLOIN MB 4-6;PPNK_08;PPNM_08
AAU1SEC078;AUS Chilled Wagyu Outside Skirt MS 9++;PPNK_08;PPNM_08
AAU1SEC079;AUS CHL WAG RIBEYE MB 2-3;PPNK_08;PPNM_08
AAU1SEC080;AUS Chilled Wagyu PE Brisket Deckle Off 6-7;PPNK_08;PPNM_08
AAU1SEC081;AUS CHL WAG BRISKET DECKLE MB 9+;PPNK_08;PPNM_08
AAU1SEC082;AUS CHL WAG TOPSIRLOIN BUTT MB 7-8;PPNK_08;PPNM_08
AAU1SEC083;AUS CHL WAG TOPSIRLOIN BUTT MB 9+;PPNK_08;PPNM_08
AAU1SEC084;AUS CHL WAG RUMP;PPNK_08;PPNM_08
AAU1SEC085;AUS CHL WAG RIB ENDS MB 9+;PPNK_08;PPNM_08
AAU1SEC086;AUS CHL WAGYU TOPSIDE 7-8;PPNK_08;PPNM_08
AAU1SEC087;AUS CHILLED WAGYU EYE ROUND 7-8;PPNK_08;PPNM_08
AAU1SEC088;AUS CHILLED WAGYU OUTSIDE FLAT 7-8;PPNK_08;PPNM_08
AAU1SEC089;AUS CHILLED WAGYU KNUCKLE 7-8;PPNK_08;PPNM_08
AAU1SEC090;AUS CHL WAG RUMP 7-8;PPNK_08;PPNM_08
AAU1SEC091;AUS CHILLED WAGYU TRI-TIP 7-8;PPNK_08;PPNM_08
AAU1SEC092;AUS CHILLED WAGYU FLAP MEAT 7-8;PPNK_08;PPNM_08
AAU1SEC093;AUS CHL WAGYU FLANK STEAK MB 7-8;PPNK_08;PPNM_08
AAU1SEC094;AUS CHILLED WAGYU CHUCK TAIL FLAP 7-8;PPNK_08;PPNM_08
AAU1SEC095;AUS CHL WAGYU CHUCK EYE ROLL 7-8;PPNK_08;PPNM_08
AAU1SEC096;AUS CHILLED WAGYU NECK ROLL BONELESS 7-8;PPNK_08;PPNM_08
AAU1SEC097;AUS CHL WAG NECK ROLL MB 9-9+;PPNK_08;PPNM_08
AAU1SEC098;AUS CHL WAG NECK CHAIN B/LESS MB 9-9+;PPNK_08;PPNM_08
AAU1SEC099;AUS CHL WAG CHUCK ROLL MB 5+;PPNK_08;PPNM_08
AAU1SEC100;AUS CHL WAG CHUCK ROLL MB 6-7;PPNK_08;PPNM_08
AAU1SEC101;AUS CHL WAG CHUCK ROLL MB 8-9;PPNK_08;PPNM_08
AAU1SEC102;AUS CHL WAG NECK ROLL MB 2-5;PPNK_08;PPNM_08
AAU1SEC103;AUS CHL WAG BRISKET PE MB 6-7;PPNK_08;PPNM_08
AAU1SEC104;AUS CHL WAG EYE OF ROUND 8-9;PPNK_08;PPNM_08
AAU1SEC105;AUS CHL WAG KARUBI PLATE MB 6-7;PPNK_08;PPNM_08
AAU1SEC106;AUS CHL WAG BRISKET PEDO MB 4-5;PPNK_08;PPNM_08
AAU1SEC107;AUS CHL WAG NECK MB 6-7;PPNK_08;PPNM_08
AAU1SEC108;AUS CHL WAG BRISKET DECKLE MB 6-7;PPNK_08;PPNM_08
AAU1SEC109;AUS CHL WAG BRISKET NE MB 6-7;PPNK_08;PPNM_08
AAU1SEC110;AUS CHL WAG SHIN SHANK MB 6-7;PPNK_08;PPNM_08
AAU1SEC111;AUS CHL WAG INTERCOSTAL MB 6-7;PPNK_08;PPNM_08
AAU1SEC112;AUS CHILLED WAGYU SHORT RIB MEAT 6-7;PPNK_08;PPNM_08
AAU1SEC113;AUS CHL WAG RIBEYE CAP MB 6-7;PPNK_08;PPNM_08
AAU1SEC114;AUS CHL WAG RIB ENDS MB 6-7;PPNK_08;PPNM_08
AAU1SEC115;AUS CHL WAG OUTSIDE FLAT MB 4-5;PPNK_08;PPNM_08
AAU1SEC116;AUS CHL WAG TENDERLOIN MB 3;PPNK_08;PPNM_08
AAU1SEC117;AUS CHL WAG RIBEYE MB 3;PPNK_08;PPNM_08
AAU1SEC118;AUS CHL WAG STRIPLOIN MB 3;PPNK_08;PPNM_08
AAU1SEC119;AUS CHL WAG OP RIBS CAP OFF MB 6-7;PPNK_08;PPNM_08
AAU1SEC120;AUS CHL WAG GF TOMAHAWK 3-4 RIBS IW VAC SPLIT FRENCHED;PPNK_08;PPNM_08
AAU1SEC121;AUS CHL WAG CHUCK TAIL FLAP 8-9;PPNK_08;PPNM_08
AAU1SEC122;AUS CHL WAG TOPSIDE MB 8-9;PPNK_08;PPNM_08
AAU1SEC123;AUS CHL WAG OUTSIDE FLAT MB 8-9;PPNK_08;PPNM_08
AAU1SEC124;AUS CHL WAG CHUCK TENDER MB 8-9;PPNK_08;PPNM_08
AAU1SEC125;AUS CHL WAG BRISKET PE MB 8-9;PPNK_08;PPNM_08
AAU1SEC126;AUS CHL WAG KNUCKLE MB 8-9;PPNK_08;PPNM_08
AAU1SEC127;AUS CHL WAG BOLAR BLADE MB 8-9;PPNK_08;PPNM_08
AAU1SEC128;AUS CHL WAG KARUBI PLATE MB 8-9;PPNK_08;PPNM_08
AAU1SEC129;AUS CHL WAG OYSTER BLADE MB 8-9;PPNK_08;PPNM_08
AAU1SEC130;AUS CHL WAG SHIN SHANK MB 3-5;PPNK_08;PPNM_08
AAU1SEC131;AUS CHL WAG SHIN SHANK MB 6-9+;PPNK_08;PPNM_08
AAU1SEC132;AUS CHL WAG RIBEYE MB 12;PPNK_08;PPNM_08
AAU1SWF001;AUS CHL PR/S TENDERLOIN 1.8 KG UP ACRES ORGANIC;PPNK_08;PPNM_08
AAU1SYD001;263495 AUS CHL WAG TENDERLOIN KIWAMI 9+ - CLASSIC;PPNK_08;PPNM_08
AAU1SYD002;266880 AUS CHL WAG SHORTLOIN SILVER 6-7 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD003;266881 AUS CHL WAG TENDERLOIN BUTT SILVER 6-7 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD004;266860 AUS CHL WAG STRIPLOIN SILVER 6-7 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD005;265958 AUS CHL WAG STRIPLOIN RED 4-5 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD006;265963 AUS CHL WAG TOMAHAWK RED 4-5 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD007;265964 AUS CHL WAG OP RIB SILVER 6-7 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD008;263496 AUS CHL WAG CUBE ROLL KIWAMI 9+ - CLASSIC;PPNK_08;PPNM_08
AAU1SYD009;265980 AUS CHL WAG CUBE ROLL BLACK 8+ - CLASSIC;PPNK_08;PPNM_08
AAU1SYD010;266902 AUS CHL WAG CUBE ROLL SILVER 6-7 - CLASSIC;PPNK_08;PPNM_08
AAU1SYD011;265976 AUS CHL WAG CUBE ROLL RED 4-5 - CLASSIC;PPNK_08;PPNM_08
