Item No.;Item Description;VatGourpSa;VatGroupPu
AUS2IBP009;US FRZ CH SHORTLOIN 174 0X1;PPNK_08;PPNM_08
AUS2IBP010;US FRZ CAB SHORT RIBS B/LESS 123D;PPNK_08;PPNM_08
AUS2IBP011;US FRZ CH 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2IBP012;US FRZ PR 185D TRI-TIP;PPNK_08;PPNM_08
AUS2IBP013;US FRZ CH 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2IBP014;US FRZ CAB PR 123D SHORT RIBS B/LESS;PPNK_08;PPNM_08
AUS2IBP015;US FRZ HEAD MEAT 278;PPNK_08;PPNM_08
AUS2IBP016;US FRZ NR STRIPLOIN 1X1 180;PPNK_08;PPNM_08
AUS2IBP017;US FRZ NR 189A TENDERLOIN;PPNK_08;PPNM_08
AUS2IBP018;US FRZ SEL 189A TENDERLOIN;PPNK_08;PPNM_08
AUS2IBP019;US FRZ BEEF HEART;PPNK_08;PPNM_08
AUS2IBP020;US FRZ 124 BEEF BACK RIBS;PPNK_08;PPNM_08
AUS2IBP021;US FRZ CAB 168 INSIDE ROUND;PPNK_08;PPNM_08
AUS2IBP022;US FRZ CH 167A KNUCKLE;PPNK_08;PPNM_08
AUS2IBP023;US FRZ CHEEK MEAT;PPNK_08;PPNM_08
AUS2IBP024;US FRZ PR 112A RIBEYE LIP-ON;PPNK_08;PPNM_08
AUS2IBP025;US FROZEN CAB RIBEYE LIP ON;PPNK_08;PPNM_08
AUS2IBP026;US FRZ PR 116D CHUCK EYE ROLL;PPNK_08;PPNM_08
AUS2IBP027;US FRZ PR 189A TENDERLOIN PSMO;PPNK_08;PPNM_08
AUS2IBP028;US FRZ PR 114D TOP BLADE;PPNK_08;PPNM_08
AUS2IBP029;US FRZ PR 130A CHUCK SHORT RIBS B/LESS;PPNK_08;PPNM_08
AUS2IBP030;US FRZ CAB 171C EYE ROUND;PPNK_08;PPNM_08
AUS2IBP031;US FRZ CH 130A CHUCK SHORT RIBS B/LESS;PPNK_08;PPNM_08
AUS2IBP032;US FRZ BEEF FEET;PPNK_08;PPNM_08
AUS2IBP033;US FRZ 121 SHORT PLATE;PPNK_08;PPNM_08
AUS2IBP034;US FRZ PR INSIDE ROUND 169;PPNK_08;PPNM_08
AUS2IBP035;US FRZ CH 121C OUTSIDE SKIRT;PPNK_08;PPNM_08
AUS2IBP036;US FRZ PR 174 SHORTLOIN;PPNK_08;PPNM_08
AUS2IBP037;US FRZ NR CHUCK TENDER;PPNK_08;PPNM_08
AUS2IBP038;US FRZ 116B CHUCK TENDER;PPNK_08;PPNM_08
AUS2IBP039;US FRZ HEAD MEAT 245;PPNK_08;PPNM_08
AUS2IBP040;US FRZ CAB 130A CHUCK SHORT RIBS B/LESS;PPNK_08;PPNM_08
AUS2IBP041;US FRZ CH 124A BEEF RIB FINGER;PPNK_08;PPNM_08
AUS2IBP042;US FRZ PR 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2IBP043;US FRZ CHUCK SHORT RIB FINGER;PPNK_08;PPNM_08
AUS2IBP044;US FRZ NR 124A CHUCK RIB FINGER MEAT;PPNK_08;PPNM_08
AUS2IBP045;US FRZ CAB 116 CHUCK ROLL;PPNK_08;PPNM_08
AUS2IBP046;US FRZ HEAD MEAT 245C;PPNK_08;PPNM_08
AUS2IBP047;US FRZ CAB PR 180 STRIPLOIN 0X1;PPNK_08;PPNM_08
AUS2IBP048;US FRZ CH 171F ROUND HEEL MUSCLE;PPNK_08;PPNM_08
AUS2IBP049;US FRZ CH 171B OUTSIDE FLAT;PPNK_08;PPNM_08
AUS2IBP050;US FRZ PR 1103B TOMAHAWK;PPNK_08;PPNM_08
AUS2IBP051;US FRZ CH 1103B TOMAHAWK;PPNK_08;PPNM_08
AUS2IBP052;US FRZ CAB 116B CHUCK TENDER;PPNK_08;PPNM_08
AUS2IBP053;US FRZ PR 109E EXPORT RIBS;PPNK_08;PPNM_08
AUS2IBP054;US FRZ 121 SHORT PLATE BIG CUT;PPNK_08;PPNM_08
AUS2IBP055;US FRZ CAB 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2IBP056;US FRZ PR 186 BOTTOM SIRLOIN BUTT TRIMMED TRI TIPS PEELED;PPNK_08;PPNM_08
AUS2IBP057;US FRZ PR 171B OUTSIDE FLAT;PPNK_08;PPNM_08
AUS2IGS001;FROZEN CH. TOP ROUND;PPNK_08;PPNM_08
AUS2IOW001;US FRZ SHORT PLATE;PPNK_08;PPNM_08
AUS2IOW002;US FRZ PR 112A RIBEYE LIP-ON;PPNK_08;PPNM_08
AUS2IOW003;US FRZ CH 121C OUTSIDE SKIRT;PPNK_08;PPNM_08
AUS2IOW004;"US FRZ CH SHORTLOIN 174 0X1 1/4""";PPNK_08;PPNM_08
AUS2IOW005;US FRZ CH SHORT RIB B/IN 123A;PPNK_08;PPNM_08
AUS2IOW006;US FRZ NR 114D TOP BLADE;PPNK_08;PPNM_08
AUS2IOW007;US FRZ PR 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2IOW008;US FRZ PR 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2IOW009;US FRZ CH 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2IOW010;US FRZ PR 116G CHUCK FLAP MEAT;PPNK_08;PPNM_08
AUS2IOW011;US FRZ PR 185D TRI-TIP;PPNK_08;PPNM_08
AUS2IOW012;US FRZ BEEF BACK STRAP;PPNK_08;PPNM_08
AUS2JBS001;US FROZEN PL SHORT RIB BONELESS;PPNK_08;PPNM_08
AUS2JBS002;US FRZ HEAD MEAT 3D;PPNK_08;PPNM_08
AUS2JBS003;US FRZ CH 120 BRISKET B/LESS;PPNK_08;PPNM_08
AUS2JBS004;US FRZ CAB 168 INSIDE / TOP ROUND (TOPSIDE);PPNK_08;PPNM_08
AUS2JBS005;US FRZ CH 121C OUTSIDE SKIRT;PPNK_08;PPNM_08
AUS2JBS006;US FRZ CH 124A RIB FINGER MEAT;PPNK_08;PPNM_08
AUS2JBS007;US FRZ CHEEK MEAT;PPNK_08;PPNM_08
AUS2JBS008;US FRZ SEL 180 STRIPLOIN 0X1;PPNK_08;PPNM_08
AUS2JBS009;US FRZ CH STRIPLOIN 0X1 180;PPNK_08;PPNM_08
AUS2JBS010;US FRZ SEL 112A RIBEYE LIP-ON 2X2;PPNK_08;PPNM_08
AUS2JBS011;US FRZ SEL BLACK ANGUS 112A RIBEYE LIP-ON 2X2;PPNK_08;PPNM_08
AUS2JBS012;US FRZ CH 164 TOP ROUND;PPNK_08;PPNM_08
AUS2JBS013;US FRZ UTILITY 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2JBS014;US FRZ UTILITY 167A KNUCKLE;PPNK_08;PPNM_08
AUS2JBS015;US FRZ CAB 112A RIBEYE LIP-ON;PPNK_08;PPNM_08
AUS2JBS016;US FRZ CH 185D TRI-TIP;PPNK_08;PPNM_08
AUS2JBS017;US FRZ 1710 TONGUE SWISS CUT;PPNK_08;PPNM_08
AUS2JBS018;US FRZ SEL 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2JBS019;US FRZ NR 140 HANGING TENDER;PPNK_08;PPNM_08
AUS2JBS020;US FRZ HEAD MEAT 969G;PPNK_08;PPNM_08
AUS2JBS021;US FRZ HEAD MEAT 969;PPNK_08;PPNM_08
AUS2JBS022;US FRZ HEAD MEAT 628;PPNK_08;PPNM_08
AUS2JBS023;US FRZ NR 120 BRISKET B/LESS FULL NAVEL;PPNK_08;PPNM_08
AUS2JBS024;US FRZ 120 BRISKET B/LESS;PPNK_08;PPNM_08
AUS2JBS025;US FRZ 5 STAR CH 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2JBS026;US FRZ CH  OUTSIDE;PPNK_08;PPNM_08
AUS2JBS027;US FRZ SEL BEEF OUTSIDE;PPNK_08;PPNM_08
AUS2JOH001;US FRZ PORK BABY BACK RIBS;PPNK_08;PPNM_08
AUS2MFT001;Frz Ch B/In Short Ribs Grainfed;PPNK_08;PPNM_08
AUS2NEB001;FROZEN PR 123D BONELESS SHORT RIBS;PPNK_08;PPNM_08
AUS2NEB002;FROZEN CH 123D BONELESS SHORT RIBS;PPNK_08;PPNM_08
AUS2NEB003;US FRZ NR 112A RIBEYE LIP-ON;PPNK_08;PPNM_08
AUS2NEB004;US FRZ NR 130 CHUCK SHORT RIBS B/IN;PPNK_08;PPNM_08
AUS2NEB005;US FRZ NR 189A TENDERLOIN;PPNK_08;PPNM_08
AUS2NEB006;US FRZ HEAD MEAT 19366;PPNK_08;PPNM_08
AUS2NEB007;US FRZ BEEF BACKSTRAP;PPNK_08;PPNM_08
AUS2NEB008;US FRZ NR 180 STRIPLOIN;PPNK_08;PPNM_08
AUS2PEC001;US FRZ 1740 MOUNTAIN CHAIN TRIPE;PPNK_08;PPNM_08
AUS2PLU001;US Frozen 1174 Veal Porterhouse;PPNK_08;PPNM_08
AUS2RUS001;FROZEN Beef Pastrami Split;PPNK_08;PPNM_08
AUS2STL001;US FRZ PORK ST LOUIS RIBS;PPNK_08;PPNM_08
AUS2SWF001;US FRZ CH 130A CHUCK SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2SWF002;US FRZ PR 180 STRIPLOIN 0X1, 1X1;PPNK_08;PPNM_08
AUS2SWF003;US FRZ CAB 189A TENDERLOIN PSMO 5LBS UP;PPNK_08;PPNM_08
AUS2SWF004;US FRZ CAB 114D TOP BLADE;PPNK_08;PPNM_08
AUS2SWF005;US FRZ CAB 180 STRIPLOIN 0X1;PPNK_08;PPNM_08
AUS2SWF006;US FRZ PR 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2SWF007;US FRZ NR 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2SWF008;US FRZ CH 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2SWF009;US FRZ CH SHORT PLATE 121;PPNK_08;PPNM_08
AUS2SWF010;US FRZ PR 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2SWF011;US FRZ NR TOP ROUND 168;PPNK_08;PPNM_08
AUS2SWF012;US FRZ UTILITY 180 STRIPLOIN 1X1;PPNK_08;PPNM_08
AUS2SWF013;US FRZ NR STRIPLOIN 180 0X1;PPNK_08;PPNM_08
AUS2SWF014;US FRZ UTILITY TENDERLOIN 190;PPNK_08;PPNM_08
AUS2SWF015;US FRZ CH 189A TENDERLOIN;PPNK_08;PPNM_08
AUS2SWF016;US FRZ CH 112A RIBEYE LIP-ON 2X2;PPNK_08;PPNM_08
AUS2SWF017;US FRZ UTILITY 112 RIBEYE ROLL;PPNK_08;PPNM_08
AUS2SWF018;US FRZ BEEF HEART;PPNK_08;PPNM_08
AUS2SWF019;US FRZ CAB 116D CHUCK EYE ROLL;PPNK_08;PPNM_08
AUS2SWF020;US FRZ CH 114D TOP BLADE;PPNK_08;PPNM_08
AUS2SWF021;US FRZ CH 140 HANGING TENDER;PPNK_08;PPNM_08
AUS2SWF022;US FRZ CH 124 BACK RIB;PPNK_08;PPNM_08
AUS2SWF023;US FRZ CH 116G CHUCK FLAP MEAT;PPNK_08;PPNM_08
AUS2SWF024;US FRZ PR 189A TENDERLOIN PSMO;PPNK_08;PPNM_08
AUS2SWF025;US FRZ 167A KNUCKLE;PPNK_08;PPNM_08
AUS2SWF026;US FRZ NR 124 BEEF BACK RIB;PPNK_08;PPNM_08
AUS2SWF027;US FRZ UTILITY TENDERLOIN 190;PPNK_08;PPNM_08
AUS2SWF028;US FROZEN RIBEYE ROLL 5 UP;PPNK_08;PPNM_08
AUS2SWF029;US FRZ 1724 BEEF LIVER;PPNK_08;PPNM_08
AUS2SWF030;US FRZ UTILITY 190 TENDERLOIN 4-5LBS;PPNK_08;PPNM_08
AUS2SWF031;US FRZ UTILITY TENDERLOIN 190 5LBS UP;PPNK_08;PPNM_08
AUS2SWF032;US FRZ PR 112A RIBEYE LIP-ON;PPNK_08;PPNM_08
AUS2SWF034;US FRZ NR SHORT PLATE 121 CR BB S/T VAC;PPNK_08;PPNM_08
AUS2SWF035;US FRZ SHORT PLATE 9X22;PPNK_08;PPNM_08
AUS2SWF036;US FRZ SHORT PLATE 121 B/LESS 9X25;PPNK_08;PPNM_08
AUS2SWF037;US FRZ CH EYE OF ROUND 171C B/LESS S/T;PPNK_08;PPNM_08
AUS2SWF038;US FRZ 121 SHORT PLATE;PPNK_08;PPNM_08
AUS2SWF039;US FRZ CH BA 114D TOP BLADE;PPNK_08;PPNM_08
AUS2SWF040;US FRZ CH 116D CHUCK EYE ROLL S/R;PPNK_08;PPNM_08
AUS2SWF041;US FRZ SEL ANGUS SHORT PLATE;PPNK_08;PPNM_08
AUS2SWF042;US FRZ CH 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2SWF043;US FRZ CAB 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2SWF044;US FRZ PR 114D TOP BLADE;PPNK_08;PPNM_08
AUS2SWF045;US FRZ PRIME ANGUS SHORT PLATE 121;PPNK_08;PPNM_08
AUS2SWF046;US FRZ CAB PR 168 INSIDE ROUND;PPNK_08;PPNM_08
AUS2SWF047;US FRZ NR 124 BACK RIBS SHORT CUT;PPNK_08;PPNM_08
AUS2SWF048;US FRZ PR 130 CHUCK SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2SWF049;US FRZ CH 130 CHUCK SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2SWF050;US FRZ SEL 171C EYE ROUND;PPNK_08;PPNM_08
AUS2SWF051;US FRZ SEL 171B OUTSIDE FLAT;PPNK_08;PPNM_08
AUS2SWF052;US FRZ CH 192A LOIN TAIL CAP-ON;PPNK_08;PPNM_08
AUS2SWF053;US FRZ SHORT RIB B/LESS CAP TIGER TAIL;PPNK_08;PPNM_08
AUS2SWF054;US FRZ CH TOP ROUND CAP;PPNK_08;PPNM_08
AUS2SWF055;US FRZ CAB 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2SWF056;US FRZ CAB 130 CHUCK SHORT RIBS B/IN;PPNK_08;PPNM_08
AUS2SWF057;US FRZ SEL B/LESS CHUCK EYE ROLL;PPNK_08;PPNM_08
AUS2SWF058;US FRZ CAB 171B OUTSIDE FLAT;PPNK_08;PPNM_08
AUS2SWF059;US FRZ SEL 114D TOP BLADE;PPNK_08;PPNM_08
AUS2SWF060;US FRZ CAB 121C OUTSIDE SKIRT;PPNK_08;PPNM_08
AUS2SWF061;US FRZ CAB 174 SHORTLOIN 0X1;PPNK_08;PPNM_08
AUS2SWF062;US FRZ SEL 123D SHORT RIB B/LESS;PPNK_08;PPNM_08
AUS2SWF063;US FRZ 65 CL TRIMMING;PPNK_08;PPNM_08
AUS2SWF064;US FRZ SEL 124 BACK RIBS;PPNK_08;PPNM_08
AUS2SWF065;US FRZ 121C OUTSIDE SKIRT;PPNK_08;PPNM_08
AUS2SWF066;US FRZ PR BOLAR BLADE (SHOULDER CLOD FLAT IRON REMOVED);PPNK_08;PPNM_08
AUS2SWF067;US FRZ NR 123A SHORT RIB B/IN;PPNK_08;PPNM_08
AUS2SWF068;US FRZ PR 185C BOTTOM SIRLOIN BUTT TRI TIP;PPNK_08;PPNM_08
AUS2SWF069;US FRZ PR STRIPLOIN B/IN;PPNK_08;PPNM_08
AUS2SWF070;US FRZ CAB 171C EYE ROUND;PPNK_08;PPNM_08
AUS2SWF071;AUS FRZ NECK BONE;PPNK_08;PPNM_08
AUS5AGR001;AUS BEEF TAIL END CUT;PPNK_08;PPNM_08
BAU1PRM001;91511 PRIMO SEMI B/LESS PICNIC SHOULDER HAM <3.0KG VAC;PPN_01;PPNM01
BAU1PRM002;91704 PRIMO BAKED HONEY LEG HAM 100 GR 9311594223579;PPN_01;PPNM01
BAU1PRM003;91541 PRIMO SHAVED DOUBLE SMOKED LEG HAM 100 GR 9311594223647;PPN_01;PPNM01
BAU1PRM004;91717 PRIMO CHAMPAGNE LEG HAM 100 GR 9311594223586;PPN_01;PPNM01
BAU1PRM005;91786 PRIMO DANISH SALAMI 100 GR 9311594223593;PPN_01;PPNM01
BAU1PRM006;91551 PRIMO SHAVED BAKED HONEY LEG HAM 100 GR 9311594915511;PPN_01;PPNM01
BAU1PRM007;91796 PRIMO HOT SALAMI 100 GR 9311594917966;PPN_01;PPNM01
BAU1PRM008;91776 PRIMO HUNGARIAN SALAMI 100 GR 9311594223609;PPN_01;PPNM01
BAU1PRM009;PRIMO LITE LEG HAM PREM SHAVED 100 GR 9311594223630;PPN_01;PPNM01
BAU1PRM010;92051 PRIMO STREAKY (BELLY) BACON RASHERS 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM011;91745 PRIMO PROSCUITTO PARMA 100 GR 9311594 223616;PPN_01;PPNM01
BAU1PRM012;91813 PRIMO DANISH SALAMI 250 GR VAC 9311594018373;PPN_01;PPNM01
BAU1PRM013;PRIMO HUNGARIAN SALAMI 250 GR 9311594222831;PPN_01;PPNM01
BAU1PRM014;91842 PRIMO SPANISH SALAMI 250 GR VAC 9311594918420;PPN_01;PPNM01
BAU1PRM015;95071 PRIMO SOPRESSA HOT SALAMI 250 GR VAC BEVEL CUT 93511594050700;PPN_01;PPNM01
BAU1PRM016;PRIMO SHORT R/LESS BACON 175GRM 9311594 222862;PPN_01;PPNM01
BAU1PRM017;PRIMO MIDDLE BACON RASHER R/ON 250GR VAC 9311594925114;PPN_01;PPNM01
BAU1PRM018;91191 PRIMO PREMIUM LEG HAM (FULL) 7 KG VAC;PPN_01;PPNM01
BAU1PRM019;91198 PRIMO PRAGER HAM 4.5 KG VAC;PPN_01;PPNM01
BAU1PRM020;91230 PRIMO GAMMON HAM 8.2 KG VAC;PPN_01;PPNM01
BAU1PRM021;91235 PRIMO HONEY LEG HAM 5 KG VAC;PPN_01;PPNM01
BAU1PRM022;91472 PRIMO PRESSED SHOULDER HAM 2.9 KG VAC;PPN_01;PPNM01
BAU1PRM023;92009 PRIMO R/ON BACON MIDDLE RASHERS 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM024;92027 PRIMO R/L BACON MIDDLE RASHERS 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM025;93427 PRIMO HAM DELUXE 2 KG VAC;PPN_01;PPNM01
BAU1PRM026;94260 PRIMO MORTADELLA SMALL 3 KG VAC;PPN_01;PPNM01
BAU1PRM027;94261 PRIMO OLIVE MORTADELLA STUBBIES 4.25 KG VAC;PPN_01;PPNM01
BAU1PRM028;94556 PRIMO ITALIAN SAUSAGE PLAIN 3.5 KG VAC;PPN_01;PPNM01
BAU1PRM029;94703 PRIMO HUNGARIAN CSABAI (MILD) 750 GR VAC;PPN_01;PPNM01
BAU1PRM030;95281 PRIMO VENETO SALAMI 1.4 KG BP;PPN_01;PPNM01
BAU1PRM031;95773 PRIMO WHITE HUNGARIAN SALAMI LARGE 1.2 KG BP;PPN_01;PPNM01
BAU1PRM032;PRIMO BEEF PASTRAMI 2KG;PPN_01;PPNM01
BAU1PRM033;91156 PRIMO CHAMPAGNE HAM 7 KG VP;PPN_01;PPNM01
BAU1PRM034;95824 PRIMO COPPA (MILD) 1.7 KG/PC VAC;PPN_01;PPNM01
BAU1PRM035;91189 PRIMO DOUBLE SMOKED LEG HAM 6 KG VAC;PPN_01;PPNM01
BAU1PRM036;91142 PRIMO EZY CUT LEG HAM 8 KG VAC;PPN_01;PPNM01
BAU1PRM037;91187 PRIMO FLAT DOUBLE SMOKED VIRGINIA HAM 3.5 KG VAC;PPN_01;PPNM01
BAU1PRM038;94559 PRIMO ITALIAN SAUSAGE CHILLI 3.5 KG VAC;PPN_01;PPNM01
BAU1PRM039;93372 PRIMO PANCETTA FLAT 1.25 KG VAC;PPN_01;PPNM01
BAU1PRM040;95517 PRIMO PEPPERONI SALAMI 500 GR BP;PPN_01;PPNM01
BAU1PRM041;91459 PRIMO PRESSED SANDWICH HAM 73426;PPN_01;PPNM01
BAU1PRM042;91064 PRIMO B/LESS PROSCUITTO PARMA HALVES 2.5 KG;PPN_01;PPNM01
BAU1PRM043;94681 PRIMO SLIM FRANKS 500 GR VAC;PPN_01;PPNM01
BAU1PRM044;99972 PRIMO PORK SAUSAGE 500 GR VAC;PPN_01;PPNM01
BAU1PRM045;95801 PRIMO YUMMY SALAMI STICKS CHILLI 2 KG GAS FLUSH;PPN_01;PPNM01
BAU1PRM046;95800 PRIMO YUMMY SALAMI STICKS MILD 2 KG GAS FLUSH;PPN_01;PPNM01
BAU1PRM047;91908 PRIMO LITE LEG HAM FAT FREE 4 KG VAC;PPN_01;PPNM01
BAU1PRM048;94327 PRIMO CABANOSSI SALAMI 250 GR VAC;PPN_01;PPNM01
BAU1PRM049;91056 PRIMO B/LESS SMOKED PROSCUITTO PARMA;PPN_01;PPNM01
BAU1PRM050;95349 PRIMO SPANISH HOT SALAMI LARGE 2.3 KG BP;PPN_01;PPNM01
BAU1PRM051;92510 PRIMO BEECHWOOD MIDDLE BACON RASHERS 250 GR 9311594222;PPN_01;PPNM01
BAU1PRM052;95727 PRIMO DANISH SALAMI LARGE 2.2 KG BP;PPN_01;PPNM01
BAU1PRM053;94599 PRIMO CHORIZOS 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM054;95734 PRIMO HUNGARIAN SALAMI LARGE 2.3 KG BP;PPN_01;PPNM01
BAU1PRM055;94576 PRIMO STRASSBOURG SALAMI 500 GR VAC;PPN_01;PPNM01
BAU1PRM056;94687 PRIMO COCKTAIL FRANKS 500 GR VAC;PPN_01;PPNM01
BAU1PRM057;94484 PRIMO CONTINENTAL FRANKS (THICK) 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM058;PRIMO PRAGER HAM;PPN_01;PPNM01
BAU1PRM059;92006 PRIMO SHORT RINDLESS BACON 175 GR VAC 9311594222862;PPN_01;PPNM01
BAU1PRM060;91011  PRIMO B/In 1/2 Leg Ham IW VAC;PPN_01;PPNM01
BAU1PRM061;93399 PRIMO PANCETTA ROLLED (MILD) 2.8 KG VAC;PPN_01;PPNM01
BAU1PRM062;96496 PRIMO COCKTAIL FRANKS 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM063;93397 PRIMO PANCETTA ROLLED (HOT) 2 KG VAC;PPN_01;PPNM01
BAU1PRM064;95811 PRIMO COPPA (HOT) 1.7 KG/PC VAC;PPN_01;PPNM01
BAU1PRM065;95890 PRIMO PEPPERONI SAUSAGE 2.5 KG/PC VAC;PPN_01;PPNM01
BAU1PRM066;95120 PRIMO PEPPER COATED SALAMI 2.3 KG BP;PPN_01;PPNM01
BAU1PRM067;95693 PRIMO SOPRESSA ALPINA MILD 2 KG BP;PPN_01;PPNM01
BAU1PRM068;91530 PRIMO SHAVED LEG HAM 100 GR GAS FLUSH 9311594223630;PPN_01;PPNM01
BAU1PRM069;91005  PRIMO FULL LEG HAM IW VAC;PPN_01;PPNM01
BAU1PRM070;PRIMO CHILLED BONELESS PROSCUITTO HALVES IW VAC;PPN_01;PPNM01
BAU1PRM071;91058 PRIMO B/LESS PROSCUITTO PARMA 5 KG;PPN_01;PPNM01
BAU1PRM072;96919 PRIMO DEVON (LUNCHEON MEAT) 3 KG VAC;PPN_01;PPNM01
BAU1PRM073;95672 PRIMO CACCIATORI HOT 2.4 KG GAS FLUSHED;PPN_01;PPNM01
BAU1PRM074;95125 PRIMO CHILLI COATED SALAMI 2.3 KG BP;PPN_01;PPNM01
BAU1PRM075;95732 PRIMO HOT HUNGARIAN SALAMI LARGE 1.2 KG BP;PPN_01;PPNM01
BAU1PRM076;94112 PRIMO POLISH 500 GR VAC;PPN_01;PPNM01
BAU1PRM077;94247 PRIMO MORTADELLA 500 GR VAC;PPN_01;PPNM01
BAU1PRM078;95041 PRIMO CACCIATORI SALAMI 250 GR BEVEL CUT VAC;PPN_01;PPNM01
BAU1PRM079;94700 PRIMO CSABAI SALAMI BEVEL CUT 250 GR IW VAC 9311594225665;PPN_01;PPNM01
BAU1PRM080;94482 PRIMO CONTINENTAL FRANKS (THIN) 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM081;91833 PRIMO WHITE HUNGARIAN SALAMI 250 GR VAC 9311594018328;PPN_01;PPNM01
BAU1PRM082;91853 PRIMO PEPPERONI SALAMI 250 GR VAC 9311594918536;PPN_01;PPNM01
BAU1PRM083;92045 PRIMO SHORT BACK BACON RASHERS 2.5 KG VAC;PPN_01;PPNM01
BAU1PRM084;93100 PRIMO SMOKED SPECK 1.25 KG VAC;PPN_01;PPNM01
BID1LOC001;CHILLED LAP CHEONG;PPN_01;PPNM_08
BID2BDK001;BAKSO BERDIKARI 375GR;PPN_01;PPNM_08
BID2BDK002;BEEF CHEESE BERDIKARI 400GR;PPN_01;PPNM_08
BID2BDK003;BEEF FRANKFURTER BERDIKARI 400GR;PPN_01;PPNM_08
BID2BDK004;BEEF PICNIC BERDIKARI 360GR;PPN_01;PPNM_08
BID2BDK005;CHICKEN GARLIC BERDIKARI 400GR;PPN_01;PPNM_08
BID2CHA001;Wendys Grilled Chicken 8 x 1 kg x 10 pieces;PPN_01;PPNM01
BID2CHA002;Wendys Thigh Meat 6 x 20 pieces x 76 gr;PPN_01;PPNM01
BID2CHA003;Wendys Bone In Chicken Inject 1 x 10 ekor x 1 kg;PPN_01;PPNM01
BID2IGU001;CHICKEN CHEESE SAUSAGE 500 GR;PPN_01;PPNM_08
BID2IGU002;CHICKEN PICNIC SAUSAGE 60GR X 6 PCS/PACK;PPN_01;PPNM_08
BID2IGU003;CHICKEN BREAKFAST SAUSAGE 30GR X 12PCS/PACK;PPN_01;PPNM_08
BID2IGU004;BEEF FRANKFURTER SAUSAGE 100GR X 5PCS/PACK;PPN_01;PPNM_08
BID2IGU005;BEEF PICNIC SAUSAGE 300GR;PPN_01;PPNM_08
BID2IGU006;BEEF BREAKFAST SAUSAGE 30GR x 12PCS/PACK;PPN_01;PPNM_08
BID2IGU007;CHICKEN BRATWURST SAUSAGE 100GR X 5PCS/PACK;PPN_01;PPNM_08
BID2IGU008;BEEF BRATWURST SAUSAGE 100GR X 5PCS/PACK;PPN_01;PPNM_08
BID2IGU009;SMOKED BEEF US SP 250 GR;PPN_01;PPNM_08
BID2IGU010;SMOKED BEEF US CH BR 250 GR;PPN_01;PPNM_08
BID2IGU011;SMOKED BEEF AUS BR 250 GR;PPN_01;PPNM_08
BID2IGU012;BEEF PASTRAMI 250 GR;PPN_01;PPNM_08
BID2IGU013;BEEF SALAMI 500GR;PPN_01;PPNM_08
BID2IGU014;BEEF BREAKFAST SAUSAGE 300 GR;PPN_01;PPNM_08
BID2IGU015;BEEF FRANKFURTER SAUSAGE 1KG;PPN_01;PPNM_08
BID2IGU016;BEEF HOTDOG SAUSAGE 285 GR;PPN_01;PPNM_08
BID2IGU017;BEEF HOTDOG SAUSAGE 50GR X 8 PCS/PACK;PPN_01;PPNM_08
BID2IGU018;CHICKEN BREAKFAST SAUSAGE 300 GR;PPN_01;PPNM_08
BID2IGU019;CHICKEN CHEESE SAUSAGE 60GR X 6PCS/PACK;PPN_01;PPNM_08
BID2IGU020;CHICKEN CHEESE SAUSAGE 1KG;PPN_01;PPNM_08
BID2IGU021;CHICKEN FRANKFURTER SAUSAGE 100GR x 5PCS/PACK;PPN_01;PPNM_08
BID2IGU022;CHICKEN HAM 300 GR;PPN_01;PPNM_08
BID2IGU023;CHICKEN HOTDOG SAUSAGE 300 GR;PPN_01;PPNM_08
BID2IGU024;BAKSO SUPER;PPN_01;PPNM_08
BID2IGU025;BEEF PICNIC SAUSAGE 500GR;PPN_01;PPNM_08
BID2IGU026;BEEF HOTDOG SAUSAGE 60GR X 6PCS/PACK;PPN_01;PPNM_08
