ID;ADDRESS;ROOM;warehousename;NO PALLET;LOCATION;CODE;ITEM DESCRIPTION;BOOKING;BRAND;ME/EST;CATEGORI;ITEM CODE;CTN;PCS;KGS;PKD;EXP;OWNER;NO CONT;REMARKS
A00148;B3;G01;B3G01;B3G01-R01-06-D2;G1-1-06-D2;7;AUS FRZ WAGYU BEEF BOLAR BLADE MB 8-9;RANCH MARKET;THE PHOENIX;EST 203;WAGYU;AAU2SEC011;13;1;288.91;09/03/22;;IGU 05/09/22;BMOU 8715635 (40 FEET);
A00150;B3;G01;B3G01;B3G01-R01-07-D1;G1-1-07-D1;88;NZ FRZ RIBEYE ROLL B 3 KG OV VP AGED;FREE;ANZCO;ME 66;NZ PR CUT;ANZ2CMP019;40;;498.89;26/05/22;26/05/24;IGU 05/08/22;MNBU 0236704 (40 FEET);
A00152;B3;G01;B3G01;B3G01-R01-07-D2;G1-1-07-D2;10;AUS FRZ WAGYU BEEF SHIN SHANK MB 9+;FREE;BLACKMORE;EST 1265;WAGYU;AAU2BLA002;12;;164.70;13/01/23;12/01/25;IGU 09/03/23;A/F;
A00156;B3;G01;B3G01;B3G01-R01-08-D1;G1-1-08-D1;10;AUS FRZ WAGYU BEEF SHIN SHANK MB 9+;FREE;JACK'S CREEK;EST 239;WAGYU;AAU2BLA002;1;;17.61;05/09/21;;;;
A00168;B3;G01;B3G01;B3G01-R01-10-D1;G1-1-10-D1;10;AUS FRZ WAGYU BEEF SHIN SHANK MB 9+;FREE;BLACKMORE;EST 1265;WAGYU;AAU2BLA002;17;;235.33;07/05/21;07/05/23;IMS 05/07/21;TCLU 1906786 (20 FEET);
A00169;B3;G01;B3G01;B3G01-R01-10-D2;G1-1-10-D2;102;AUS FRZ BRISKET B/LESS PE PR GF MSA 5 DAYS;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV073;25;;526.76;31/03/22;;IN 27/05/22;;EX CHILLED
A00170;B3;G01;B3G01;B3G01-R01-11-D1;G1-1-11-D1;7;AUS FRZ WAGYU BEEF CHUCK EYE ROLL MB 8-9;FREE;THE PHOENIX;EST 203;WAGYU;AAU2SEC021;;2;95.84;10/03/22;;IGU 05/09/22;BMOU 8715635 (40 FEET);
A00172;B3;G01;B3G01;B3G01-R01-11-D1;G1-1-11-D1;70;AUS FRZ TENDERLOIN BUTT PRS GF BA;FREE;ANGUS RESERVE;EST 558;AUS PR CUT;AAU2OAK018;1;;15.64;30/08/22;;IN 03/11/22;A/F;EX CHILLED
A00173;B3;G01;B3G01;B3G01-R01-11-D1;G1-1-11-D1;77;AUS FRZ TENDERLOIN PR GF 100 DAYS IW/VAC;ALBA GRUP;HARVEY;EST 648;AUS PR CUT;AAU2HRV074;;2;5.60;18/08/22;;IN 05/10/22;TCLU 1906580 (40 FEET);EX CHILLED
A00179;B3;G01;B3G01;B3G01-R01-14-D1;G1-1-14-D1;229;AUS FRZ BEEF THICK SKIRT S GF ANGUS MB 2+;SHABURI IKI SAJA;JACK'S CREEK;EST 239;AUS 2ND;AAU2JCK042;8;;89.28;22/07/22;;IGU 09/11/22;SZLU 2023604 (40 FEET);
A00183;B3;G01;B3G01;B3G01-R01-01-E2;G1-1-01-E2;77;AUS FRZ RIBEYE PR GF 7 RIB IW/VAC;FREE;AMH;EST 235;AUS PR CUT;AAU2AMH014;16;;523.10;25/08/21;;IMS 01/11/21;BMOU 9605226 (40 FEET);
A00184;B3;G01;B3G01;B3G01-R01-01-E2;G1-1-01-E2;7;AUS FRZ WAGYU BEEF STRIPLOIN MB 7-8;FREE;SECURITY;EST 239;WAGYU;AAU2SEC050;2;;21.83;23/05/22;;IGU 13/07/22;FSCU 5938756 (40 FEET);
A00185;B3;G01;B3G01;B3G01-R01-01-E2;G1-1-01-E2;7;AUS FRZ WAGYU BEEF RIBEYE MB 6-7;FREE;SECURITY;EST 239;WAGYU;AAU2SEC076;3;;58.45;25/07/22;;IGU 13/07/22;FSCU 5938756 (40 FEET);
A00186;B3;G01;B3G01;B3G01-R01-01-E2;G1-1-01-E2;7;AUS FRZ WAGYU BEEF RIBEYE MB 7-8;FREE;SECURITY;EST 239;WAGYU;AAU2SEC076;16;;249.10;23/05/22;;IGU 13/07/22;FSCU 5938756 (40 FEET);
A00187;B3;G01;B3G01;B3G01-R01-02-E1;G1-1-02-E1;83;AUS FRZ STRIPLOIN PR 3,6-5 KG UP IW/VAC;FREE;SWIFT;EST 688;AUS PR CUT;AAU2JBS020;28;;505.28;13/07/22;;;OOLU 2065970 (20 FEET);EX CHILLED
A00191;B3;G01;B3G01;B3G01-R01-04-E1;G1-1-04-E1;7;AUS FRZ WAGYU BEEF KNUCKLE MB 8-9+;FREE;JACK'S CREEK;EST 239;WAGYU;AAU2JCK002;2;;30.73;23/05/22;;IN 16/07/22;MSDU 3007821 (40 FEET);EX CHILLED
A00194;B3;G01;B3G01;B3G01-R01-05-E1;G1-1-05-E1;102;AUS FRZ BRISKET B/LESS PE PR GF MSA 5 DAYS;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV073;1;;23.01;14/04/22;;IN 15/06/22;KKTU 6060381  (40 FEET);EX CHILLED
A00198;B3;G01;B3G01;B3G01-R01-05-E1;G1-1-05-E1;10;AUS FRZ WAGYU BEEF RIBEYE MB 9+;BISTECCA;BLACKMORE;EST 1265;WAGYU;AAU2BLA001;1;;8.55;07/09/22;;IN 21/09/22;A/F;
A00202;B3;G01;B3G01;B3G01-R01-06-E2;G1-1-06-E2;7;AUS FRZ BEEF INTERCOSTAL S BLACK ANGUS GF;FREE;MULWARRA;EST 239;AUS 2ND;AAU2MUL081;9;;114.46;25/06/22;;IMS 03/09/22;PCIU 6074973 (40 FEET);
A00212;B3;G01;B3G01;B3G01-R01-07-E2;G1-1-07-E2;194;AUS FRZ LAMB LEG B/LESS C/ON SHANK OFF MARUNGGA MARBLE IW/VAC NETTED;FREE;CEDAR MEAT;EST 206;AUS LAMB;AAU2MUL076;9;6;206.79;15/08/22;12/08/23;IGU 29/09/22;CGMU 3021545 (20 FEET);
A00216;B3;G01;B3G01;B3G01-R01-09-E1;G1-1-09-E1;102;AUS FRZ TENDERLOIN YP MSA SS/OFF 1,8 KG UP;FREE;REDGUM;EST 262;AUS PR CUT;AAU2HRV032;5;;55.96;21/07/22;;CKI 25/11/24;TEMU 9053250 (40 FEET);
A00218;B3;G01;B3G01;B3G01-R01-09-E2;G1-1-09-E2;7;AUS FRZ WAGYU BEEF RUMP CAP MB 4-5;FREE;THE PHOENIX;EST 203;WAGYU;AAU2SEC091;3;;73.04;17/03/22;;IGU 05/09/22;BMOU 8715635 (40 FEET);
A00220;B3;G01;B3G01;B3G01-R01-10-E1;G1-1-10-E1;7;AUS FRZ WAGYU BEEF TOPSIDE CAP OFF MB 9+;GRAND HYATT;BLACKMORE;EST 1265;WAGYU;AAU2BLA003;6;;103.70;13/01/23;12/01/25;IGU 09/03/23;A/F;
A00226;B3;G01;B3G01;B3G01-R01-12-E1;G1-1-12-E1;7;AUS FRZ WAGYU BEEF ROSTBIFT MB 6-7;RITZ KUNINGAN;THE PHOENIX;EST 203;WAGYU;AAU2SEC096;2;;34.38;17/03/22;;IGU 05/09/22;BMOU 8715635 (40 FEET);
A00228;B3;G01;B3G01;B3G01-R01-12-E1;G1-1-12-E1;7;AUS FRZ BEEF INTERCOSTAL S BLACK ANGUS GF;FREE;MULWARRA;EST 239;AUS 2ND;AAU2MUL081;12;;151.50;22/06/22;;IMS 03/09/22;PCIU 6074973 (40 FEET);
A00237;B3;G01;B3G01;B3G01-R01-02-F1;G1-1-02-F1;42;US 123A FRZ SHORT RIB B/IN CH CAB;FREE;SWIFT;EST 969;US 2ND;AUS2SWF055;20;;524.04;04/08/22;;IGU 14/01/23;TTNU 8308256 (40 FEET);
A00241;B3;G01;B3G01;B3G01-R01-03-F1;G1-1-03-F1;35;US 189 FRZ TENDERLOIN CH;GREEN DOORS& THE BRIDGE;SWIFT;EST 969;US PR CUT;AUS2SWF003;9;3;464.12;26/01/22;;;;
A00269;B3;G01;B3G01;B3G01-R01-03-G1;G1-1-03-G1;102;AUS FRZ BEEF CHEEK MEAT MW/VAC;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV048;40;;507.46;09/09/22;;IKSU 07/10/22;CXRU 1138828 (40 FEET);
A00272;B3;G01;B3G01;B3G01-R01-04-G2;G1-1-04-G2;77;AUS FRZ RIBEYE ROLL PR GF MB 1 UP IW/VAC;FREE;AMH BLACK (BEEF CITY BLACK);EST 170;AUS PR CUT;AAU2AMH014;35;;546.95;27/07/21;;IN 10/09/21;CRSU 5013389 (40 FEET);EX CHILLED
A00293;B3;G01;B3G01;B3G01-R01-08-G2;G1-1-08-G2;102;AUS FRZ BEEF CHEEK MEAT BP;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV048;40;;744.00;10/08/22;;IGU 20/10/22;SZLU 9711316 (40 FEET);
A00298;B3;G01;B3G01;B3G01-R01-10-G1;G1-1-10-G1;7;AUS FRZ WAGYU BEEF KNUCKLE MB 9+;FREE;BLACKMORE;EST 1265;WAGYU;AAU2BLA005;33;517.45;569.25;08/07/22;;IN 21/09/22;A/F;
A00300;B3;G01;B3G01;B3G01-R01-11-G1;G1-1-11-G1;94;AUS FRZ BEEF KNUCKLE S GF;FREE;KILCOY;EST 640;AUS 2ND;AAU2HRV056;12;;268.45;04/04/22;;SCA 20/05/22;CXRU 1026469 (40 FEET);EX CHILLED
A00303;B3;G01;B3G01;B3G01-R01-12-G2;G1-1-12-G2;7;AUS FRZ WAGYU BEEF KNUCKLE MB 8-9;FREE;JACK'S CREEK;EST 239;WAGYU;AAU2JCK002;24;1;440.02;30/10/21;;IGU 30/10/21;OERU 4143890 (40 FEET);EX CHILLED
A00306;B3;G01;B3G01;B3G01-R01-14-G1;G1-1-14-G1;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;SWIFT;EST 195;AUS PR CUT;AAU2JBS020;20;;425.06;05/08/22;;IN 20/09/22;OOLU 3949683 (20 FEET);EX CHILLED
A00308;B3;G01;B3G01;B3G01-R02-01-A1;G1-2-01-A1;235;US SHREDDED MOZZARELLA CHEESE 155992 (BARU);PIZZA E BIRA(NIA);LEPRINO;;DAIRY;HUS2LEP009;3;;20.40;30/06/21;29/12/22;IGU 14/10/21;SUDU 5243384 (40 FEET);AUSFINE
A00309;B3;G01;B3G01;B3G01-R02-01-A1;G1-2-01-A1;235;US SHREDDED MOZZARELLA CHEESE 165169 (BARU);FREE;LEPRINO;;DAIRY;HUS2LEP003;70;;476.00;25/07/22;23/01/24;IGU 08/10/22;EMCU 5328319 (40 FEET);
A00310;B3;G01;B3G01;B3G01-R02-01-A2;G1-2-01-A2;35;US 189 FRZ TENDERLOIN CH;FREE;SWIFT;EST 969;US PR CUT;AUS2SWF003;2;5;91.50;26/01/22;;;;
A00312;B3;G01;B3G01;B3G01-R02-02-A1;G1-2-02-A1;44;US 130 CHUCK SHORT RIB B/IN SELECT CLASSIC HEREFORD;FREE;GOP;EST 960A;US 2ND;AUS2GOP065;7;;207.25;09/04/22;;CKI 09/07/22;TTNU 8120037 (40 FEET);
A00316;B3;G01;B3G01;B3G01-R02-04-A1;G1-2-04-A1;42;US 123A FRZ SHORT RIB B/IN CH OR HIGHER;FREE;BLUE RIBBON;EST 628;US 2ND;AUS2SWF055;20;;515.69;12/04/22;;CKI 03/08/22;MEDU 9815901 (40 FEET);
A00317;B3;G01;B3G01;B3G01-R02-04-A2;G1-2-04-A2;44;US 130 CHUCK SHORT RIB B/IN SELECT CLASSIC HEREFORD;FREE;GOP;EST 960A;US 2ND;AUS2GOP065;15;;472.73;23/03/22;;CKI 09/07/22;TTNU 8120037 (40 FEET);KARTON MERAH
A00319;B3;G01;B3G01;B3G01-R02-06-A1;G1-2-06-A1;54;US FRZ CHUCK SHOULDER CLOD PR XT;HACHI GRUP;GOP;EST 960A;US 2ND;AUS2GOP092;16;;516.73;10/03/22;;BWN 06/07/22;CRSU 6016910 (40 FEET);
A00320;B3;G01;B3G01;B3G01-R02-06-A1;G1-2-06-A1;38;US 180 FRZ STRIPLOIN SELECT 0 X 1 S/T;CUT & GRILL;IBP;EST 278;US PR CUT;AUS2JBS008;5;;533.50;06/10/21;;SCA 27/12/21;TEMU 9541716 (40 FEET);
A00321;B3;G01;B3G01;B3G01-R02-06-A1;G1-2-06-A1;48;US 116 FRZ CHUCK ROLL CH OR HIGHER CAB ( NECK OFF );SHABURI;IBP;EST 245C;US 2ND;AUS2IBP045;4;;129.22;26/02/22;;IGU 06/06/22;OOLU 6456356 (40 FEET);
A00323;B3;G01;B3G01;B3G01-R02-07-A1;G1-2-07-A1;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);FREE;SWIFT;EST 969G;US 2ND;AUS2SWF066;20;;599.11;29/12/21;;IMS 31/05/22;OERU 4162740 (40 FEET);FLAT IRON REMOVED
A00325;B3;G01;B3G01;B3G01-R02-08-A1;G1-2-08-A1;52;US 171C FRZ EYE ROUND CH OR HIGHER;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF070;10;;731.78;12/04/22;;IGU 29/08/22;BEAU 9704348 (40 FEET);
A00326;B3;G01;B3G01;B3G01-R02-08-A2;G1-2-08-A2;52;US 171C FRZ EYE ROUND CH OR HIGHER CAB;FREE;SWIFT;EST 3D;US 2ND;AUS2SWF050;20;;665.96;28/06/22;;CKI 24/09/22;MEDU 9025065 (40 FEET);
A00327;B3;G01;B3G01;B3G01-R02-09-A1;G1-2-09-A1;56;US 121 FRZ SHORT PLATE S/T VP;FREE;SWIFT;EST 969;US 2ND;AUS2SWF038;16;;491.85;20/05/22;;IGU 24/10/22;TEMU 9673203 (40 FEET);31718
A00328;B3;G01;B3G01;B3G01-R02-09-A2;G1-2-09-A2;37;US 112A FRZ RIBEYE LIPON ANGUS NOROLL;FREE;NEBRASKA;EST 19336;US PR CUT;AUS2NEB003;2;;593.12;22/12/21;;IGU 25/05/22;OTPU 6084289 (40 FEET);
A00329;B3;G01;B3G01;B3G01-R02-10-A1;G1-2-10-A1;;US FRZ BEEF TRI TIP ( BOTTOM SIRLOIN BUTT ) PR;FREE;IBP;EST 245C;US 2ND;AUS2IBP056;6;1;293.78;01/03/22;;SCA 22/06/22;OTPU 6185514 (40 FEET);
A00331;B3;G01;B3G01;B3G01-R02-10-A2;G1-2-10-A2;37;US 112A FRZ RIBEYE LIPON CH 2X2 UP;FREE;SWIFT;EST 969;US PR CUT;AUS2JBS015;10;;336.26;12/01/22;;SCA 25/06/22;FBIU 5012810 (40 FEET);
A00335;B3;G01;B3G01;B3G01-R02-12-A1;G1-2-12-A1;52;US 171C FRZ EYE ROUND CH OR HIGHER CAB;FREE;SWIFT;EST 3D;US 2ND;AUS2SWF050;6;;665.96;28/06/22;;CKI 24/09/22;MEDU 9025065 (40 FEET);
A00336;B3;G01;B3G01;B3G01-R02-12-A2;G1-2-12-A2;39;US 174 FRZ SHORTLOIN B/IN PR 0 X 1;FREE;GOP;EST 960A;US 2ND;AUS2GOP049;2;1;108.53;05/05/22;;IN 03/06/22;A/F;EX CHILLED
A00337;B3;G01;B3G01;B3G01-R02-12-A2;G1-2-12-A2;91;US 120 FRZ BRISKET B/L CH;FREE;SWIFT;EST 3D;US 2ND;AUS2JBS003;;1;565.36;19/10/22;;IGU 13/01/23;OOLU 6272066 (40 FEET);
A00338;B3;G01;B3G01;B3G01-R02-12-A2;G1-2-12-A2;39;US 174 FRZ SHORTLOIN B/IN PR 0 X 1;FREE;SWIFT;EST 969G;US 2ND;AUS2GOP049;7;;205.26;10/02/23;;IN 09/02/23;A/F;EX CHILLED
A00339;B3;G01;B3G01;B3G01-R02-13-A1;G1-2-13-A1;42;US 123A FRZ SHORT RIB B/IN CH OR HIGHER;FREE;BLUE RIBBON;EST 628;US 2ND;AUS2SWF055;14;;519.90;18/03/22;;CKI 03/08/22;MEDU 9815901 (40 FEET);
A00341;B3;G01;B3G01;B3G01-R02-14-A1;G1-2-14-A1;42;US 123D FRZ SHORT RIB B/LESS CAP;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF053;4;;357.85;17/09/21;;IGU 23/08/22;B 9998 PCM;DARI ZENSHO
A00344;B3;G01;B3G01;B3G01-R02-01-B1;G1-2-01-B1;11;US FRZ BEEF SHOULDER CLOD CHOICE OR HIGHER CAB ( TOP BLADE MUSCLE );FREE;SWIFT;EST 3D;US 2ND;AUS2SWF004;1;;15.77;23/12/21;;IGU 08/06/22;CXRU 1201495 (40 FEET);276791/58546
A00346;B3;G01;B3G01;B3G01-R02-01-B2;G1-2-01-B2;139;NZ FRZ TENDERLOIN 1,8 KG UP SS/OFF VP;STEAKMENT;GREEN LEA;ME 124;NZ PR CUT;ANZ2GRE049;2;3;49.00;07/09/22;;CKI 24/10/22;MWCU 5732294 (20 FEET);
A00347;B3;G01;B3G01;B3G01-R02-02-B1;G1-2-02-B1;52;US 171C FRZ EYE ROUND CH OR HIGHER;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF070;10;;731.78;12/04/22;;IGU 29/08/22;BEAU 9704348 (40 FEET);
A00348;B3;G01;B3G01;B3G01-R02-02-B2;G1-2-02-B2;38;US 180 FRZ STRIPLOIN SELECT 0 X 1 S/T;GRAND HYATT;SWIFT;EST 3D;US PR CUT;AUS2JBS008;9;;370.00;29/09/22;;IGU 15/01/22;CGMU 5153047 (40 FEET);
A00349;B3;G01;B3G01;B3G01-R02-03-B2;G1-2-03-B2;179;INDIA BUFFALO TENDERLOIN KODE ( 31 );FREE;AMROON;;BUFFALO;AID2ALT008;2;;40.00;22/03/22;20/03/24;IGU 11/05/22;SEGU 9859110 (40 FEET);PT. SNJ
A00350;B3;G01;B3G01;B3G01-R02-03-B2;G1-2-03-B2;37;US 112A FRZ RIBEYE LIPON PR 13UP;FREE;GOP;EST 960A;US PR CUT;AUS2GOP041;16;;515.60;20/01/22;;IMS 22/05/22;TRIU 8787702 (40 FEET);
A00351;B3;G01;B3G01;B3G01-R02-04-B1;G1-2-04-B1;54;US 116 FRZ CHUCK ROLL NECK OFF PR;FREE;GOP;EST 960A;US 2ND;AUS2GOP092;16;;505.12;01/02/22;;IGU 22/05/22;CHIU 9032772 (40 FEET);3116
A00352;B3;G01;B3G01;B3G01-R02-04-B1;G1-2-04-B1;211;LOKAL PEKING DUCK H 2,25-2,39KG / 6 PC;FREE;GOLDEN;;POULTRY;CID2LOC023;33;;461.04;20/03/23;;IN 14/04/23;CV PUTRA PRIMA;
A00354;B3;G01;B3G01;B3G01-R02-05-B1;G1-2-05-B1;42;US 123D FRZ SHORT RIB B/LESS CAP;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF053;7;;154.36;11/09/21;;IGU 24/08/22;B 9998 PCM;DARI ZENSHO
A00355;B3;G01;B3G01;B3G01-R02-05-B2;G1-2-05-B2;35;US 189 FRZ TENDERLOIN CH OR HIGHER 5 UP;FREE;SWIFT;EST 969G;US PR CUT;AUS2SWF015;5;3;315.50;21/04/22;;IGU 29/08/22;BEAU 9704348 (40 FEET);
A00357;B3;G01;B3G01;B3G01-R02-06-B1;G1-2-06-B1;52;US 171C FRZ EYE ROUND SELECT;FREE;SWIFT;EST 969;US 2ND;AUS2SWF050;20;;651.67;21/04/22;;CKI 30/10/22;MEDU 9032906 (40 FEET);
A00359;B3;G01;B3G01;B3G01-R02-07-B1;G1-2-07-B1;90;BRAZIL FRZ BEEF SHANK ( 40191 );FREE;MINERVA;EST 1940;BRA 2ND;ABR2MVD001;;18;36.34;09/06/21;03/06/23;IGU 07/08/21;FSCU 5681903 (40 FEET);
A00360;B3;G01;B3G01;B3G01-R02-07-B1;G1-2-07-B1;90;BRAZIL FRZ BEEF SHANK ( 40191 );FREE;FRIBOI;;BRA 2ND;ABR2MVD001;;7;36.30;;;;;
A00362;B3;G01;B3G01;B3G01-R02-07-B2;G1-2-07-B2;194;AUS FRZ LAMB HINDSHANK MARUNGGA MARBLE MW/VAC;FREE;CEDAR MEAT;EST 206;AUS LAMB;AAU2MUL080;2;;544.30;18/07/22;17/07/23;IGU 29/09/22;CGMU 3021545 (20 FEET);
A00363;B3;G01;B3G01;B3G01-R02-07-B2;G1-2-07-B2;35;US 189 FRZ TENDERLOIN CH OR HIGHER 5 UP;FREE;SWIFT;EST 969G;US PR CUT;AUS2SWF015;9;;315.50;21/04/22;;IGU 29/08/22;BEAU 9704348 (40 FEET);
A00366;B3;G01;B3G01;B3G01-R02-08-B1;G1-2-08-B1;37;US 112A FRZ RIBEYE LIPON ANGUS NOROLL;FREE;NEBRASKA;EST 19336;US PR CUT;AUS2NEB003;14;;593.12;22/12/21;;IGU 25/05/22;OTPU 6084289 (40 FEET);
A00367;B3;G01;B3G01;B3G01-R02-08-B2;G1-2-08-B2;35;US 189 FRZ TENDERLOIN CH OR HIGHER PSMO;FREE;IBP;EST 245C;US PR CUT;AUS2IBP006;;2;158.16;25/07/22;;IGU 18/12/22;OOLU 6336535 (40 FEET);
A00369;B3;G01;B3G01;B3G01-R02-09-B1;G1-2-09-B1;38;US 180 FRZ STRIPLOIN B/IN PR 2 X 3;FREE;SWIFT;EST 969;US PR CUT;AAU2JBS002;5;;237.14;13/04/22;;IGU 13/08/22;CXRU 1475074 (40 FEET);1/BAG-2BAGS-DT
A00370;B3;G01;B3G01;B3G01-R02-09-B2;G1-2-09-B2;45;US 123A FRZ SHORT RIB B/IN UTILITY;FREE;FOUR STAR;EST 532;US 2ND;AUS2SWF067;11;;381.38;20/05/22;;CKI 06/09/22;TEMU 9542266 (40 FEET);1109850
A00371;B3;G01;B3G01;B3G01-R02-10-B1;G1-2-10-B1;11;US FRZ BEEF SHOULDER CLOD CHOICE OR HIGHER CAB ( TOP BLADE MUSCLE );FREE;SWIFT;EST 3D;US 2ND;AUS2SWF004;6;;478.27;06/01/22;;IGU 08/06/22;CXRU 1201495 (40 FEET);276791/58546
A00372;B3;G01;B3G01;B3G01-R02-10-B1;G1-2-10-B1;48;US 116 FRZ CHUCK EYE ROLL PR;FREE;IBP;EST 245C;US 2ND;AUS2IBP026;30;;556.79;28/01/22;;IGU 06/05/22;OOLU 6282640 (40 FEET);
A00373;B3;G01;B3G01;B3G01-R02-10-B2;G1-2-10-B2;;US FRZ BEEF SHOULDER CLOD CHOICE OR HIGHER CAB ( TOP BLADE MUSCLE );FREE;SWIFT;EST 3D;US 2ND;AUS2SWF004;25;;579.60;06/01/22;;IGU 08/06/22;CXRU 1201495 (40 FEET);276791/58546
A00374;B3;G01;B3G01;B3G01-R02-11-B1;G1-2-11-B1;37;US 112A FRZ RIBEYE LIPON CH OR HIGHER 2X2 DN;FREE;SWIFT;EST 969G;US PR CUT;AUS2JBS015;6;;559.05;22/03/22;;IGU 29/08/22;BEAU 9704348 (40 FEET);
A00375;B3;G01;B3G01;B3G01-R02-11-B2;G1-2-11-B2;194;AUS FRZ LAMB SHORTLOIN PAIR 3 INC TAIL MARUNGGA MARBLE IW/VAC;FREE;CEDAR MEAT;EST 206;AUS LAMB;AAU2MUL078;9;;411.92;18/07/22;17/07/23;IGU 29/09/22;CGMU 3021545 (20 FEET);
A00378;B3;G01;B3G01;B3G01-R02-12-B1;G1-2-12-B1;42;US 123A FRZ SHORT RIB B/IN CH OR HIGHER;FREE;SWIFT;EST 3D;US 2ND;AUS2SWF055;2;;40.00;28/06/22;;IGU 13/12/22;SZLU 9119971 (40 FEET);
A00381;B3;G01;B3G01;B3G01-R02-13-B1;G1-2-13-B1;60;US FRZ OUTSIDE SKIRT CH OR HIGHER (DIAPHRAGM MEAT);SHABURI IKI;BLUE RIBBON;EST 628;US 2ND;AUS2SWF060;3;;94.89;04/01/22;;IGU 20/04/22;CGMU 5340310 (40 FEET);
A00382;B3;G01;B3G01;B3G01-R02-13-B2;G1-2-13-B2;37;US FRZ BEEF TOMAHAWK CH (RIBEYE LIPON FRENCHED B/IN)12x12;OAKWOOD;IBP;EST 245C;US 2ND;AUS2IBP050;2;;72.83;16/01/22;;IGU 10/04/22;OOLU 6209572 (40 FEET);
A00384;B3;G01;B3G01;B3G01-R02-14-B2;G1-2-14-B2;43;US 167 FRZ BEEF KNUCKLES PEELED;FREE;IBP;EST 245C;US 2ND;AUS2IBP022;;9;500.15;14/07/22;;IGU 18/12/22;OOLU 6336535 (40 FEET);
A00385;B3;G01;B3G01;B3G01-R02-01-C1;G1-2-01-C1;7;AUS FRZ WAGYU BEEF STRIPLOIN GRASS FED MB 2 UP;FREE;BORTHWICKS;EST 67;WAGYU;AAU2SEC050;30;;453.76;31/08/22;;IN 31/10/22;A/F;EX CHILLED
A00392;B3;G01;B3G01;B3G01-R02-02-C2;G1-2-02-C2;7;AUS FRZ WAGYU BEEF BOLAR BLADE MB 9+;RANCH MARKET;THE PHOENIX;EST 203;WAGYU;AAU2SEC011;;1;474.10;10/03/22;;IGU 05/09/22;BMOU 8715635 (40 FEET);
A00394;B3;G01;B3G01;B3G01-R02-03-C1;G1-2-03-C1;87;AUS FRZ STRIPLOIN S GF MB 2+;FREE;KILCOY (BLUE DIAMOND);EST 640;AUS PR CUT;AAU2KIL013;24;;583.35;27/06/22;23/07/22;IGU 21/08/22;SZLU 9386155 (40 FEET);
A00398;B3;G01;B3G01;B3G01-R02-04-C2;G1-2-04-C2;7;AUS FRZ WAGYU BEEF BOLAR BLADE MB 6-7;FREE;THE PHOENIX;EST 203;WAGYU;AAU2SEC008;27;1;534.76;17/03/22;;IGU 05/09/22;BMOU 8715635 (40 FEET);
A00399;B3;G01;B3G01;B3G01-R02-05-C1;G1-2-05-C1;132;AUS FRZ WAGYU BEEF TRIMMING 65 CL S GF @ 27,2 KG;FREE;JACK'S CREEK;EST 1620;WAGYU;AAU2JCK040;3;;81.60;08/11/21;;IMS 22/02/22;MEDU 9220462 (40 FEET);
A00405;B3;G01;B3G01;B3G01-R02-07-C1;G1-2-07-C1;38;AUS FRZ STRIPLOIN 3,6 KG UP IW/VAC;FREE;OAKEY;EST 558;AUS PR CUT;AAU2JBS020;9;;139.16;13/07/22;;CKI 05/08/22;SUDU 8017610 (40 FEET);EX CHILLED
A00407;B3;G01;B3G01;B3G01-R02-07-C1;G1-2-07-C1;191;AUS FRZ LAMB RACK F.CUT;FREE;THOMAS FOODS;EST 394;AUS LAMB;AAU2THO005;;8;15.60;01/05/19;01/05/21;IMS 25/06/19;OOLU 2066133 (20 FEET);
A00408;B3;G01;B3G01;B3G01-R02-07-C2;G1-2-07-C2;77;AUS FRZ RIBEYE S GF ANGUS MB 2+;FREE;JACK'S CREEK;EST 1620;AUS PR CUT;AAUJCK026;19;;417.32;05/08/22;;IGU 05/11/22;BMOU 8715039 (40 FEET);
A00409;B3;G01;B3G01;B3G01-R02-08-C1;G1-2-08-C1;193;AUS FRZ LAMB SHORTLOIN B/IN SPLIT 3 INCH TAIL MW;FREE;MCPHEE;EST 612;AUS LAMB;AAU2MCP002;28;;504.20;03/10/22;;IGU 14/01/23;OERU 2000056 (40 FEET);
A00410;B3;G01;B3G01;B3G01-R02-08-C2;G1-2-08-C2;104;AUS FRZ BRISKET B/LESS NE YP MW;FREE;COLES;EST 688;AUS 2ND;AAU2JBS049;10;;655.74;11/03/22;09/03/24;CKI 29/06/22;PCIU 6059460 (40 FEET);
A00411;B3;G01;B3G01;B3G01-R02-08-C2;G1-2-08-C2;102;AUS FRZ TENDERLOIN S 1,8 KG UP SS/OFF;FREE;SWIFT;EST 195;AUS PR CUT;AAU2HRV032;;6;;08/10/22;;IN 08/10/22;A/F;EX CHILLED
