ID;ADDRESS;ROOM;warehousename;NO PALLET;LOCATION;CODE;ITEM DESCRIPTION;BOOKING;BRAND;ME/EST;CATEGORI;ITEM CODE;CTN;PCS;KGS;PKD;EXP;OWNER;NO CONT;REMARKS
A04676;B3;G08;B3G08;B3G08-R01-04-E1;G8-1-04-E1;37;US 112A FRZ RIBEYE LIPON PR 13UP;RITZ KUNINGAN;GOP;EST 960A;US PR CUT;AUS2GOP041;21;;315.88;04/05/22;;IN 03/06/22;A/F;EX CHILLED
A04677;B3;G08;B3G08;B3G08-R01-04-E2;G8-1-04-E2;37;US 112A FRZ RIBEYE LIPON CH OR HIGHER 2X2 DN;FREE;BLUE RIBBON;EST 628;US PR CUT;AUS2SWF032;4;;144.87;18/04/22;;CKI 03/08/22;MEDU 9815901 (40 FEET);
A04679;B3;G08;B3G08;B3G08-R01-05-E2;G8-1-05-E2;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);FREE;SWIFT;EST 969G;US 2ND;AUS2SWF066;20;;587.31;21/02/22;;IMS 31/05/22;OERU 4162740 (40 FEET);
A04680;B3;G08;B3G08;B3G08-R01-06-E1;G8-1-06-E1;194;AUS FRZ LAMB LEG B/LESS C/ON SHANK OFF MARUNGGA MARBLE IW/VAC NETTED;FREE;CEDAR MEAT;EST 206;AUS LAMB;AAU2MUL076;21;;475.96;12/08/22;12/08/23;IGU 29/09/22;CGMU 3021545 (20 FEET);
A04681;B3;G08;B3G08;B3G08-R01-06-E2;G8-1-06-E2;35;US 189 FRZ TENDERLOIN CH OR HIGHER PSMO E;ANGUS;IBP;EST 278;US PR CUT;AUS2SWF003;30;;403.47;08/04/22;;IGU 29/08/22;TCLU 1321934 (40 FEET);
A04683;B3;G08;B3G08;B3G08-R01-07-E2;G8-1-07-E2;38;AUS FRZ STRIPLOIN A 4 KG UP IW/VAC;FREE;HARVEY;EST 648;AUS PR CUT;AAU2JBS020;25;;508.43;29/10/22;;IN 16/12/22;BMOU 8703104 (40 FEET);EX CHILLED
A04686;B3;G08;B3G08;B3G08-R01-09-E1;G8-1-09-E1;38;US 180 FRZ STRIPLOIN B/IN PR 2 X 3;FREE;SWIFT;EST 969;US PR CUT;AAU2JBS002;19;;341.32;13/04/22;;IGU 13/08/22;CXRU 1475074 (40 FEET);1/BAG-2BAGS-DT
A04687;B3;G08;B3G08;B3G08-R01-09-E2;G8-1-09-E2;11;US FRZ BEEF SHOULDER CLOD CHOICE OR HIGHER CAB ( TOP BLADE MUSCLE );FREE;SWIFT;EST 3D;US 2ND;AUS2SWF004;24;;467.92;06/01/22;;IGU 08/06/22;CXRU 1201495 (40 FEET);276791/58546
A04688;B3;G08;B3G08;B3G08-R01-09-E2;G8-1-09-E2;57;US 120 FRZ BRISKET B/LESS CHOICE OR HIGHER;FREE;SWIFT;EST 969;US 2ND;AUS2JBS003;16;;570.89;21/09/22;;IGU 15/01/23;CGMU 5153047 (40 FEET);
A04689;B3;G08;B3G08;B3G08-R01-10-E1;G8-1-10-E1;43;US 167 FRZ BEEF KNUCKLES PEELED CH OR HIGHER CAB;SHABURI;SWIFT;EST 969;US 2ND;AUS2SWF025;20;;616.26;02/08/22;;IGU 05/01/23;OTPU 6242419 (40 FEET);
A04690;B3;G08;B3G08;B3G08-R01-10-E2;G8-1-10-E2;57;US 120 FRZ BRISKET B/LESS CHOICE OR HIGHER;FREE;SWIFT;EST 969;US 2ND;AUS2JBS003;16;;542.77;21/09/22;;IGU 15/01/22;CGMU 5153047 (40 FEET);
A04692;B3;G08;B3G08;B3G08-R01-11-E2;G8-1-11-E2;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);FREE;SWIFT;EST 969G;US 2ND;AUS2SWF066;20;;590.85;14/06/22;;SCA 18/09/22;OOLU 6272657 (40 FEET);FLAT IRON REMOVED (LABEL MERAH)
A04693;B3;G08;B3G08;B3G08-R01-12-E1;G8-1-12-E1;;US FRZ BEEF TRIMMING 65/35 CL;FREE;SWIFT;EST 628;US 2ND;AUS2SWF063;30;;816.60;02/04/22;;CKI 16/07/22;TXGU 9009455 (40 FEET);44002
A04694;B3;G08;B3G08;B3G08-R01-12-E2;G8-1-12-E2;48;US 116 FRZ CHUCK ROLL CH OR HIGHER CAB ( NECK OFF );SHABURI;IBP;EST 245C;US 2ND;AUS2IBP045;20;;704.63;26/02/22;;IGU 06/06/22;OOLU 6456356 (40 FEET);
A04695;B3;G08;B3G08;B3G08-R01-13-E1;G8-1-13-E1;45;US 123A FRZ SHORT RIB B/IN UTILITY;FREE;FOUR STAR;EST 532;US 2ND;AUS2JBS013;20;;371.54;21/05/22;;CKI 03/09/22;SEGU 9845749 (40 FEET);
A04696;B3;G08;B3G08;B3G08-R01-13-E1;G8-1-13-E1;;US FRZ BEEF TRIMMING 65 CL;FREE;FARMERS;EST 17202A;US 2ND;AUS2SWF063;16;;435.52;16/02/22;;CKI 16/07/22;TXGU 9009455 (40 FEET);44002
A04697;B3;G08;B3G08;B3G08-R01-13-E2;G8-1-13-E2;125;AUS FRZ BEEF INSIDE S GF BLACK ANGUS MB 2+ ;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2KIL016;25;;539.72;06/03/23;05/03/25;SCA 15/04/23;SEGU 9449877 (40 FEET);
A04698;B3;G08;B3G08;B3G08-R01-14-E1;G8-1-14-E1;125;AUS FRZ BLADE A IW;FREE;ECT;EST 486;AUS 2ND;AAU2HRV006;30;;719.34;16/02/23;14/02/25;CKI 19/03/23;HLBU 9036631 (40 FEET);
A04699;B3;G08;B3G08;B3G08-R01-14-E2;G8-1-14-E2;37;US 112A FRZ RIBEYE LIPON PR 13UP;ANGUS;GOP;EST 960A;US PR CUT;AUS2GOP041;16;;505.31;20/01/22;;IMS 11/05/22;TRLU 1624626 (40 FEET);
A04700;B3;G08;B3G08;B3G08-R01-15-E1;G8-1-15-E1;;AUS FRZ BEEF CHUCK A IW;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV016;22;;359.59;23/03/23;;CKI 18/04/23;TLLU 1093998 (40 FEET);
A04701;B3;G08;B3G08;B3G08-R01-15-E2;G8-1-15-E2;;AUS FRZ BEEF CHUCK A IW;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV016;30;;522.13;23/03/23;;CKI 18/04/23;TLLU 1093998 (40 FEET);
A04702;B3;G08;B3G08;B3G08-R01-16-E1;G8-1-16-E1;120;AUS FRZ BEEF LIVER IW;FREE;HARVEY;EST 648;AUS 2ND;AAU2JBS022;30;;600.20;23/03/23;23/03/25;CKI 18/04/23;TLLU 1093998 (40 FEET);
A04703;B3;G08;B3G08;B3G08-R01-16-E2;G8-1-16-E2;120;AUS FRZ BEEF LIVER IW;FREE;HARVEY;EST 648;AUS 2ND;AAU2JBS022;30;;611.84;23/03/23;23/03/25;CKI 18/04/23;TLLU 1093998 (40 FEET);
A04708;B3;G08;B3G08;B3G08-R01-19-E1;G8-1-19-E1;37;US 112A FRZ RIBEYE LIPON PR 13UP;FREE;IBP;;US PR CUT;AUS2GOP041;9;;161.23;17/05/21;17/05/23;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04709;B3;G08;B3G08;B3G08-R01-19-E1;G8-1-19-E1;43;US 167 FRZ BEEF KNUCKLES PEELED CH;FREE;SWIFT;;US 2ND;AUS2SWF025;3;;74.43;-;-;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04711;B3;G08;B3G08;B3G08-R01-19-E2;G8-1-19-E2;11;US FRZ BEEF SHOULDER CLOD SELECT ( TOP BLADE MUSCLE );FREE;SWIFT;;US 2ND;AUS2SWF004;24;;790.95;-;-;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04719;B3;G08;B3G08;B3G08-R01-21-E1;G8-1-21-E1;104;AUS FRZ BRISKET B/IN A;FREE;ECT;EST 486;AUS 2ND;AAU2THR009;30;;586.44;17/11/21;16/11/23;CKI 23/12/21;HLBU 9381129 (40 FEET);
A04721;B3;G08;B3G08;B3G08-R01-21-E2;G8-1-21-E2;38;US 180 FRZ STRIPLOIN NOROLL 0 X 1 S/T;FREE;SWIFT;;US PR CUT;AUS2JBS008;26;;332.70;21/12/18;;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04722;B3;G08;B3G08;B3G08-R01-22-E1;G8-1-22-E1;229;M16 MASHED POTATOES;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE045;41;;446.08;-;-;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04724;B3;G08;B3G08;B3G08-R01-01-F1;G8-1-01-F1;42;US 123D FRZ SHORT RIB B/LESS CAP;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF053;25;;545.67;09/10/21;;CKI 29/03/22;MEDU 9079797 (40 FEET);
A04725;B3;G08;B3G08;B3G08-R01-01-F2;G8-1-01-F2;35;US 189 FRZ TENDERLOIN CH;ANGUS;IBP;EST 245C;US PR CUT;AUS2SWF003;7;;85.74;26/04/22;;IN 03/06/22;A/F;EX CHILLED
A04726;B3;G08;B3G08;B3G08-R01-02-F1;G8-1-02-F1;125;AUS FRZ BEEF INSIDE S GF BLACK ANGUS MB 2+ ;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2KIL016;25;;521.92;06/03/23;05/03/25;SCA 15/04/23;SEGU 9449877 (40 FEET);
A04727;B3;G08;B3G08;B3G08-R01-02-F2;G8-1-02-F2;35;US 189 FRZ TENDERLOIN CH OR HIGHER;FREE;SWIFT;EST 969;US PR CUT;AUS2SWF003;20;;668.19;22/08/22;;IGU 14/01/23;TTNU 8308256 (40 FEET);
A04728;B3;G08;B3G08;B3G08-R01-03-F1;G8-1-03-F1;77;AUS FRZ RIBEYE PR GF 7 RIB IW/VAC;FREE;AMH;EST 235;AUS PR CUT;AAU2AMH014;30;;545.00;25/08/21;;IMS 01/11/21;BMOU 9605226 (40 FEET);
A04729;B3;G08;B3G08;B3G08-R01-03-F2;G8-1-03-F2;42;US 123D FRZ SHORT RIB B/LESS CAP;FREE;BLUE RIBBON;EST 628;US 2ND;AUS2SWF053;20;;464.61;30/08/22;;IGU 14/01/23;TTNU 8308256 (40 FEET);
A04730;B3;G08;B3G08;B3G08-R01-04-F1;G8-1-04-F1;56;US 121 FRZ SHORT PLATE PR BA MASTER CHEF ( 53527 );BALIKPAPAN 1 TON;CREEKSTONE;EST 27;US 2ND;AUS2GOP058;20;;670.18;22/11/22;;IGU 25/03/23;OERU 4049902 (40 FEET);
A04731;B3;G08;B3G08;B3G08-R01-04-F2;G8-1-04-F2;119;AUS FRZ BEEF LIGAMENTUM NUCHAE A;FREE;O'CONNOR;EST 1265;AUS 2ND;AAU2OAK018;30;;656.45;20/04/22;19/04/24;SCA 14/06/22;OOLU 3878208 (40 FEET);
A04733;B3;G08;B3G08;B3G08-R01-05-F2;G8-1-05-F2;166;NZ FRZ BEEF BRISKET B/IN;FREE;AFFCO;ME 23;NZ 2ND;ANZ2AFF042;15;;206.65;07/05/21;08/05/23;IMS 25/07/21;OTPU 6112518 (40 FEET);
A04734;B3;G08;B3G08;B3G08-R01-06-F1;G8-1-06-F1;;US FRZ BEEF TRIMMING 65 CL;FREE;FARMERS;EST 17202A;US 2ND;AUS2SWF063;24;;653.28;14/03/22;;CKI 16/07/22;TXGU 9009455 (40 FEET);
A04735;B3;G08;B3G08;B3G08-R01-06-F2;G8-1-06-F2;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);FREE;SWIFT;EST 969G;US 2ND;AUS2SWF066;20;;586.09;03/01/22;;IMS 31/05/22;OERU 4162740 (40 FEET);
A04737;B3;G08;B3G08;B3G08-R01-07-F2;G8-1-07-F2;42;US 123A FRZ SHORT RIB B/IN CH CAB;FREE;SWIFT;EST 969;US 2ND;AUS2SWF055;19;;463.75;04/08/22;;IGU 14/01/23;TTNU 8308256 (40 FEET);
A04739;B3;G08;B3G08;B3G08-R01-08-F2;G8-1-08-F2;194;AUS FRZ LAMB HINDSHANK LP MS;FREE;SWIFT;EST 688;AUS LAMB;AAU2JBS058;25;;581.22;30/11/22;;IGU 06/03/23;CGMU 3026573 (20 FEET);
A04740;B3;G08;B3G08;B3G08-R01-09-F1;G8-1-09-F1;148;AUS FRZ BEEF HEAD MEAT;FREE;TEYS;EST 294;AUS 2ND;AAU2TEY005;30;;816.00;12/07/22;12/07/24;BWN 23/08/22;HLBU 9466484 (20 FEET);
A04741;B3;G08;B3G08;B3G08-R01-09-F2;G8-1-09-F2;42;US 123A FRZ SHORT RIB B/IN CH CAB;FREE;SWIFT;EST 969;US 2ND;AUS2SWF055;10;;277.51;18/08/22;;IGU 14/01/23;TTNU 8308256 (40 FEET);
A04742;B3;G08;B3G08;B3G08-R01-10-F1;G8-1-10-F1;;US FRZ BEEF SHOULDER CLOD CHOICE OR HIGHER CAB ( TOP BLADE MUSCLE );SHABURI (10 TON);SWIFT;EST 3D;US 2ND;AUS2SWF004;20;;665.06;11/01/22;;IGU 22/05/22;HDMU 5498726 (40 FEET);
A04743;B3;G08;B3G08;B3G08-R01-10-F2;G8-1-10-F2;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);FREE;SWIFT;EST 969G;US 2ND;AUS2SWF066;20;;581.01;14/06/22;;SCA 18/09/22;OOLU 6272657 (40 FEET);FLAT IRON REMOVED (LABEL MERAH)
A04744;B3;G08;B3G08;B3G08-R01-11-F1;G8-1-11-F1;48;US 116 FRZ CHUCK EYE ROLL PR ;FREE ;IBP ;EST 245C ;US 2ND ;AUS2IBP026 ;30;;527.16;18/01/22;;IGU 25/05/22 ;OOLU 6248476 (40 FEET) ;
A04745;B3;G08;B3G08;B3G08-R01-11-F2;G8-1-11-F2;4;AUS FRZ BEEF SPARE RIBS LP (3-4 RIBS);FREE;GREEN HAM;EST 205;AUS 2ND;AAU2MOE010;30;;642.40;19/11/21;;IGU 08/01/22;CGMU 5409890 (40 FEET);
A04746;B3;G08;B3G08;B3G08-R01-12-F1;G8-1-12-F1;48;US 116 FRZ CHUCK EYE ROLL PR ;FREE ;IBP ;EST 245C ;US 2ND ;AUS2IBP026 ;30;;522.59;18/01/22;;IGU 25/05/22 ;OOLU 6248476 (40 FEET) ;
A04747;B3;G08;B3G08;B3G08-R01-12-F2;G8-1-12-F2;42;US 123A FRZ SHORT RIB B/IN CH CAB;FREE;SWIFT;EST 969;US 2ND;AUS2SWF055;20;;495.69;25/08/22;;IGU 14/01/23;TTNU 8308256 (40 FEET);
A04748;B3;G08;B3G08;B3G08-R01-13-F1;G8-1-13-F1;125;AUS FRZ BLADE A IW;FREE;ECT;EST 486;AUS 2ND;AAU2HRV006;30;;703.84;16/02/23;14/02/25;CKI 19/03/23;HLBU 9036631 (40 FEET);
A04749;B3;G08;B3G08;B3G08-R01-13-F2;G8-1-13-F2;;US FRZ BEEF SHOULDER CLOD CHOICE OR HIGHER CAB ( TOP BLADE MUSCLE );SHABURI (10 TON);SWIFT;EST 3D;US 2ND;AUS2SWF004;20;;676.44;28/01/22;;IGU 22/05/22;HDMU 5498726 (40 FEET);
A04750;B3;G08;B3G08;B3G08-R01-14-F1;G8-1-14-F1;42;US 123D FRZ SHORT RIB B/LESS CAP;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF053;20;;472.10;16/12/21;;IMS 29/04/22;SZLU 9275043 (40 FEET);
A04751;B3;G08;B3G08;B3G08-R01-14-F2;G8-1-14-F2;125;AUS FRZ BEEF INSIDE S GF BLACK ANGUS MB 2+ ;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2KIL016;25;;522.32;06/03/23;05/03/25;SCA 15/04/23;SEGU 9449877 (40 FEET);
A04754;B3;G08;B3G08;B3G08-R01-16-F1;G8-1-16-F1;120;AUS FRZ BEEF LIVER IW;FREE;HARVEY;EST 648;AUS 2ND;AAU2JBS022;30;;639.13;22/03/23;22/03/25;CKI 18/04/23;TLLU 1093998 (40 FEET);
A04755;B3;G08;B3G08;B3G08-R01-16-F2;G8-1-16-F2;120;AUS FRZ BEEF LIVER IW;FREE;HARVEY;EST 648;AUS 2ND;AAU2JBS022;30;;587.69;24/03/23;24/03/25;CKI 18/04/23;TLLU 1093998 (40 FEET);
A04760;B3;G08;B3G08;B3G08-R01-19-F1;G8-1-19-F1;42;US 123D FRZ SHORT RIB B/LESS CH;FREE;SWIFT;EST 3D;US 2ND;AUS2SWF042;1;;19.00;26/11/19;;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04761;B3;G08;B3G08;B3G08-R01-19-F1;G8-1-19-F1;37;US 112A FRZ RIBEYE LIPON CH 2X2 UP;FREE;GOP;EST 960A;US PR CUT;AUS2JBS015;1;;30.21;-;-;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04762;B3;G08;B3G08;B3G08-R01-19-F1;G8-1-19-F1;42;US 123D FRZ SHORT RIB B/LESS PR;FREE;GOP;EST 960A;US 2ND;AUS2SWF042;5;;85.22;30/05/18;-;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04763;B3;G08;B3G08;B3G08-R01-19-F2;G8-1-19-F2;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);FREE;SWIFT;EST 969G;US 2ND;AUS2SWF066;13;;242.99;29/12/21;;IMS 31/05/22;OERU 4162740 (40 FEET);FLAT IRON REMOVED
A04764;B3;G08;B3G08;B3G08-R01-19-F2;G8-1-19-F2;40;US 109 FRZ OP RIB B/IN PR;FREE;GOP;;US 2ND;AUS2SWF060;5;;161.90;25/03/21;-;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04765;B3;G08;B3G08;B3G08-R01-19-F2;G8-1-19-F2;35;US 189 FRZ TENDERLOIN PR;BISTECCA;GOP;;US PR CUT;AUS2SWF015;3;;90.86;-;-;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04766;B3;G08;B3G08;B3G08-R01-19-F2;G8-1-19-F2;39;US 174 FRZ SHORTLOIN B/IN CH 0 X 1;FREE;GOP;EST 960A;US 2ND;AUS2GOP049;4;;135.58;24/09/13;;IN 03/04/23;RPTU 2201915 (20 FEET);EX MAKASAR 2
A04768;B3;G08;B3G08;B3G08-R01-20-F1;G8-1-20-F1;68;AUS FRZ VENISON LEG B/LESS;FREE;MANDAGERY CREEK;EST 2019;VENISON;AAU2MUL067;3;;58.76;;11/07/22;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04770;B3;G08;B3G08;B3G08-R01-20-F1;G8-1-20-F1;63;AUS FRZ CHUCK SHORT RIBS B/IN A;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV064;3;;41.69;06/07/20;;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04771;B3;G08;B3G08;B3G08-R01-20-F1;G8-1-20-F1;63;AUS FRZ CHUCK SHORT RIBS B/IN;FREE;KILCOY;EST 640;AUS 2ND;AAU2HRV064;1;;17.44;28/11/18;;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04774;B3;G08;B3G08;B3G08-R01-21-F1;G8-1-21-F1;87;NZ FRZ STRIPLOIN PS 4,5 KG UP;FREE;ALLIANCE;ME 21;NZ PR CUT;ANZ2AFF055;6;;118.12;16/11/20;;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04775;B3;G08;B3G08;B3G08-R01-21-F2;G8-1-21-F2;77;AUS FRZ RIBEYE PR GF 100 DAYS IW/VAC;FREE;HARVEY;EST 648;AUS PR CUT;AAU2HRV072;1;;11.23;07/02/21;;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04777;B3;G08;B3G08;B3G08-R01-21-F2;G8-1-21-F2;7;AUS FRZ WAGYU BEEF TOPSIDE MB 7-8;FREE;SECURITY;EST 239;WAGYU;AAU2SEC050;4;;78.10;;11/05/20;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04778;B3;G08;B3G08;B3G08-R01-21-F2;G8-1-21-F2;7;AUS FRZ WAGYU BEEF TOPSIDE AA9+;FREE;MASTER KOBE;EST 239;WAGYU;AAU2SEC050;1;;23.30;-;-;IN 03/04/23;CXRU 2207841 (20 FEET);EX MAKASAR 1
A04784;B3;G08;B3G08;B3G08-R01-01-G1;G8-1-01-G1;39;US 174 FRZ SHORTLOIN B/IN PR 0 X 1;FREE;SWIFT;EST 969G;US 2ND;AUS2GOP049;7;;202.03;09/12/22;;IN 31/12/22;A/F;EX CHILLED
A04786;B3;G08;B3G08;B3G08-R01-02-G1;G8-1-02-G1;119;AUS FRZ BEEF LIGAMENTUM NUCHAE;FREE;QBP;EST 194;AUS 2ND;AAU2OAK018;36;;720.00;03/11/22;;IGU 14/12/22;HLBU 9305026 (40 FEET);
A04787;B3;G08;B3G08;B3G08-R01-02-G2;G8-1-02-G2;54;US FRZ BEEF SHOULDER CLOD PR XT (BOLAR BLADE);SHABU HACHI;SWIFT;EST 969G;US 2ND;AUS2SWF066;20;;623.19;25/01/22;;IMS 31/05/22;OERU 4162740 (40 FEET);FLAT IRON REMOVED
A04788;B3;G08;B3G08;B3G08-R01-03-G1;G8-1-03-G1;42;US 123D FRZ SHORT RIB B/LESS CAP;FREE;SWIFT;EST 969G;US 2ND;AUS2SWF053;20;;473.51;09/10/21;;CKI 29/03/22;MEDU 9079797 (40 FEET);
A04789;B3;G08;B3G08;B3G08-R01-03-G2;G8-1-03-G2;77;AUS FRZ RIBEYE PR GF 7 RIB IW/VAC;FREE;AMH;EST 235;AUS PR CUT;AAU2AMH014;30;;529.20;25/08/21;;IMS 01/11/21;BMOU 9605226 (40 FEET);
A04790;B3;G08;B3G08;B3G08-R01-04-G1;G8-1-04-G1;45;US FRZ MEATY NECK BONES;FREE;5 STAR;EST 532;US 2ND;AUS2SWF071;20;;409.82;02/06/22;;CKI 06/09/22;TEMU 9542266 (40 FEET);KARTON COKLAT
A04791;B3;G08;B3G08;B3G08-R01-04-G2;G8-1-04-G2;35;US 189 FRZ TENDERLOIN CH;ANGUS;IBP;EST 245C;US PR CUT;AUS2SWF003;30;;360.15;26/04/22;;IN 03/06/22;A/F;EX CHILLED
A04792;B3;G08;B3G08;B3G08-R01-05-G1;G8-1-05-G1;37;US 112A FRZ RIBEYE LIPON PR 13UP;FREE;GOP;EST 960A;US PR CUT;AUS2GOP041;16;;499.27;14/04/22;;BWN 06/07/22;CRSU 6016910 (40 FEET);
A04793;B3;G08;B3G08;B3G08-R01-05-G2;G8-1-05-G2;77;AUS FRZ RIBEYE PR GF 7 RIB IW/VAC;FREE;AMH;EST 235;AUS PR CUT;AAU2AMH014;30;;497.85;25/08/21;;IMS 01/11/21;BMOU 9605226 (40 FEET);
